root_serial_type,root_serial,local_time,result,defects,configs.Build,configs.Forging_vendor,configs.Material,configs.Project_Code,configs.Raw_material_vendor,oleo.insight.test_attributes.test_result,oleo.insight.test_attributes.uut_start,oleo.insight.test_attributes.uut_stop,oleo.insight.test_station_attributes.software_name,oleo.insight.test_station_attributes.software_version,oleo.insight.test_station_attributes.station_id,oleo.insight.uut_attributes.lb_batch_id,oleo.insight.uut_attributes.oleo_machine
wip_id,F9F23550CR41Y82A4,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235403B91Y82AH,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235704MU1Y82AY,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F234401R01Y82AP,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,KRS,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F2357010N1Y82A2,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235705BE1Y82A7,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F2353099W1Y82AX,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F2335063M1Y82AX,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,KRS,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23550FTU1Y82A5,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F2346095M1Y82AJ,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,KRS,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23570E001Y82AB,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23270A581Y82A1,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,KRS,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235409821Y82AT,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235203JB1Y82AW,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235305VK1Y82AL,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235704HJ1Y82AL,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,KRS,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23120B831Y82A4,2022-09-06 09:44:40,passed,,Ramp,Herchang,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23060AVK1Y82AT,2022-09-06 09:44:40,passed,,Ramp,Herchang,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F236208JJ1Y82AF,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F2356099K1Y82A5,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F229201VC1Y82AM,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23520D261Y82A5,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F231500JA1Y82A9,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,KRS,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F2353097D1Y82AL,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,KRS,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23520JYW1Y82AN,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235403CP1Y82A0,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235503HQ1Y82AH,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,KRS,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235509QP1Y82AR,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23470C8Y1Y82AU,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,KRS,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23550GLV1Y82AQ,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F2357018W1Y82A4,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23520HC31Y82A8,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F236200L21Y82AZ,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23560F1D1Y82AV,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23520GB21Y82AD,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F233109L01Y82A2,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23560A531Y82AY,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F2357024B1Y82A0,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F2361006W1Y82AE,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F234408FM1Y82AR,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,KRS,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23550ADM1Y82AR,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23570E1X1Y82AB,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23550J3L1Y82AE,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F232402831Y82A8,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,KRS,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235404QJ1Y82A2,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F2344066R1Y82AG,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,KRS,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235603JY1Y82A5,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23540C361Y82A1,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23520E4D1Y82AR,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F236202R01Y82AJ,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23440J6G1Y82AD,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,KRS,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235704Y81Y82AK,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235507LD1Y82AF,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,KRS,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23550GGA1Y82AM,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235709X81Y82AH,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F2361021P1Y82A0,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23560F181Y82A0,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F236102ZZ1Y82AW,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F2355038S1Y82A8,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F236208W31Y82AU,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23520E561Y82AV,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23450EGL1Y82AG,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235402L91Y82AR,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F234708531Y82A2,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23550BRC1Y82AX,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,KRS,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F228401CT1Y82AQ,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F236304PK1Y82A2,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F232204U41Y82AF,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,KRS,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235603CA1Y82AB,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F227702VU1Y82A5,2022-09-06 09:44:40,passed,,Ramp,Herchang,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23150AGL1Y82AV,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,KRS,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235500Y31Y82AW,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23570BHC1Y82AK,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235703EW1Y82AJ,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23520B381Y82A2,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235408NL1Y82A2,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235707QR1Y82AP,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23470B271Y82A4,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,KRS,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235504D21Y82AG,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F2357030Q1Y82AY,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23530DQ91Y82A3,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23520FZY1Y82AL,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23570BM51Y82AE,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23570E1Q1Y82AJ,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23550D201Y82A8,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23550A8L1Y82A7,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23560E1H1Y82AS,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235605AL1Y82A5,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23520DBJ1Y82A0,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23260DNE1Y82AA,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F2351000H1Y82AE,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23560CPW1Y82AH,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23560DVX1Y82AX,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23320FUZ1Y82A6,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23530DXQ1Y82A1,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235703P91Y82AC,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F2297067T1Y82AU,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235401RE1Y82A6,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23550BQW1Y82AG,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235403FA1Y82A4,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235101VY1Y82AD,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F234608AW1Y82AV,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23520EZF1Y82A4,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F235507HR1Y82AC,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
wip_id,F9F23070B8N1Y82AH,2022-09-06 09:44:40,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 09:44:40,2022-09-06 09:44:40,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_OLEO,0,Oleo
