root_serial_type,root_serial,local_time,result,defects,configs.Build,configs.Forging_vendor,configs.Material,configs.Project_Code,configs.Raw_material_vendor,epoxy.items.cavity,epoxy.items.ct,epoxy.items.degas_machine_id,epoxy.items.epoxy_batch1,epoxy.items.epoxy_batch2,epoxy.items.epoxy_batch3,epoxy.items.epoxy_batch4,epoxy.items.epoxy_pressure1,epoxy.items.epoxy_pressure2,epoxy.items.station_id
wip_id,F9F23730DES1Y82AA,2022-09-06 08:37:50,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.25,2,393827,,,,22.14,22.40,LFDG_MEG3_OQC1_01_EPOXY
wip_id,F9F23730DDH1Y82AN,2022-09-06 08:38:00,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.47,2,393827,,,,14.54,0.00,LFDG_MEG3_OQC1_01_EPOXY
wip_id,F9F23730D681Y82AJ,2022-09-06 08:38:01,passed,,Ramp,Everwin,TI,N199,Baoti,A2,33.22,3,389725,,,,17.10,17.00,LFDG_MEG3_OQC1_03_EPOXY
wip_id,F9F23730D3Y1Y82A3,2022-09-06 08:38:07,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.73,8,383193,,,,20.50,20.62,LFDG_MEG3_OQC1_07_EPOXY
wip_id,F9F23730D0Q1Y82AL,2022-09-06 08:38:08,passed,,Ramp,Everwin,TI,N199,Baoti,A1,33.20,3,389725,,,,25.96,26.37,LFDG_MEG3_OQC1_04_EPOXY
wip_id,F9F23730D2Y1Y82A6,2022-09-06 08:38:14,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.97,3,389725,,,,17.77,17.68,LFDG_MEG3_OQC1_03_EPOXY
wip_id,F9F23730CS21Y82AZ,2022-09-06 08:38:16,passed,,Ramp,Everwin,TI,N199,Baoti,A1,33.18,8,383193,,,,12.55,12.20,LFDG_MEG3_OQC1_07_EPOXY
wip_id,F9F23730D0H1Y82AT,2022-09-06 08:38:17,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.77,3,389725,,,,22.37,22.41,LFDG_MEG3_OQC1_04_EPOXY
wip_id,F9F23730D8G1Y82A4,2022-09-06 08:38:19,passed,,Ramp,Everwin,TI,N199,Baoti,A1,33.28,2,393827,,,,24.59,24.66,LFDG_MEG3_OQC1_02_EPOXY
wip_id,F9F23730CXS1Y82AU,2022-09-06 08:38:22,passed,,Ramp,Everwin,TI,N199,Baoti,A2,31.73,5,383193,,,,26.92,26.97,LFDG_MEG3_OQC1_05_EPOXY
wip_id,F9F23730EM81Y82A6,2022-09-06 08:38:29,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.78,2,393827,,,,29.27,28.85,LFDG_MEG3_OQC1_02_EPOXY
wip_id,F9F23730D0X1Y82AD,2022-09-06 08:38:31,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.44,2,393827,,,,20.90,21.12,LFDG_MEG3_OQC1_01_EPOXY
wip_id,F9F23730CV21Y82AQ,2022-09-06 08:38:33,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.54,5,383193,,,,19.10,19.15,LFDG_MEG3_OQC1_05_EPOXY
extrusion_id,EWB23332KVGAD125D,2022-09-06 08:38:43,passed,,Ramp,Everwin,TI,N199,Baoti,A2,33.00,3,389725,,,,16.70,16.59,LFDG_MEG3_OQC1_03_EPOXY
wip_id,F9F23730CZ01Y82AE,2022-09-06 08:38:46,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.23,2,393827,,,,19.54,20.11,LFDG_MEG3_OQC1_01_EPOXY
wip_id,F9F23730D251Y82AZ,2022-09-06 08:38:48,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.74,8,383193,,,,17.99,18.14,LFDG_MEG3_OQC1_07_EPOXY
wip_id,F9F23730CTD1Y82AK,2022-09-06 08:38:50,passed,,Ramp,Everwin,TI,N199,Baoti,A1,33.01,3,389725,,,,24.75,25.07,LFDG_MEG3_OQC1_04_EPOXY
wip_id,F9F23730DA41Y82AA,2022-09-06 08:38:58,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.69,3,389725,,,,17.49,17.39,LFDG_MEG3_OQC1_03_EPOXY
wip_id,F9F23730D741Y82AK,2022-09-06 08:39:01,passed,,Ramp,Everwin,TI,N199,Baoti,A1,33.40,2,393827,,,,23.62,23.67,LFDG_MEG3_OQC1_02_EPOXY
wip_id,F9F23730D151Y82A2,2022-09-06 08:39:02,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.89,8,383193,,,,26.37,26.70,LFDG_MEG3_OQC1_07_EPOXY
wip_id,F9F23730CXE1Y82A6,2022-09-06 08:39:03,passed,,Ramp,Everwin,TI,N199,Baoti,A2,31.64,5,383193,,,,24.38,24.46,LFDG_MEG3_OQC1_05_EPOXY
wip_id,F9F23730CYN1Y82AV,2022-09-06 08:39:06,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.47,3,389725,,,,21.31,21.38,LFDG_MEG3_OQC1_04_EPOXY
wip_id,F9F23730D1F1Y82AS,2022-09-06 08:39:11,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.35,2,393827,,,,20.90,21.12,LFDG_MEG3_OQC1_01_EPOXY
extrusion_id,EWB23323KBZAC125F,2022-09-06 08:39:15,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.63,2,393827,,,,28.19,27.83,LFDG_MEG3_OQC1_02_EPOXY
wip_id,F9F23730CXK1Y82A1,2022-09-06 08:39:20,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.26,5,383193,,,,17.57,17.62,LFDG_MEG3_OQC1_05_EPOXY
wip_id,F9F23730D2P1Y82AF,2022-09-06 08:39:24,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.94,3,389725,,,,16.54,16.43,LFDG_MEG3_OQC1_03_EPOXY
wip_id,F9F23730DFC1Y82AM,2022-09-06 08:39:27,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.29,2,393827,,,,19.21,19.79,LFDG_MEG3_OQC1_01_EPOXY
wip_id,F9F23730D071Y82A3,2022-09-06 08:39:29,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.92,8,383193,,,,17.28,17.46,LFDG_MEG3_OQC1_07_EPOXY
wip_id,F9F23730DBH1Y82AU,2022-09-06 08:39:32,passed,,Ramp,Everwin,TI,N199,Baoti,A1,33.12,3,389725,,,,24.30,24.61,LFDG_MEG3_OQC1_04_EPOXY
wip_id,F9F23730D3G1Y82AK,2022-09-06 08:39:40,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.72,3,389725,,,,17.30,17.22,LFDG_MEG3_OQC1_03_EPOXY
wip_id,F9F2374071A1Y82A2,2022-09-06 08:39:42,passed,,Ramp,Everwin,TI,N199,Baoti,A1,33.39,2,393827,,,,23.24,23.31,LFDG_MEG3_OQC1_02_EPOXY
wip_id,F9F23730CSR1Y82AA,2022-09-06 08:39:43,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.87,8,383193,,,,22.90,22.98,LFDG_MEG3_OQC1_07_EPOXY
wip_id,F9F23730CUG1Y82AD,2022-09-06 08:39:43,passed,,Ramp,Everwin,TI,N199,Baoti,A2,31.61,5,383193,,,,23.81,23.90,LFDG_MEG3_OQC1_05_EPOXY
wip_id,F9F23730D9H1Y82A0,2022-09-06 08:39:48,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.47,3,389725,,,,20.67,20.79,LFDG_MEG3_OQC1_04_EPOXY
wip_id,F9F23730DD11Y82A4,2022-09-06 08:39:52,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.35,2,393827,,,,20.23,20.42,LFDG_MEG3_OQC1_01_EPOXY
wip_id,F9F23730D711Y82AN,2022-09-06 08:39:57,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.63,2,393827,,,,27.67,27.33,LFDG_MEG3_OQC1_02_EPOXY
wip_id,F9F23730CWJ1Y82A5,2022-09-06 08:40:01,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.19,5,383193,,,,17.02,17.06,LFDG_MEG3_OQC1_05_EPOXY
wip_id,F9F23730D521Y82AT,2022-09-06 08:40:06,passed,,Ramp,Everwin,TI,N199,Baoti,A2,33.02,3,389725,,,,16.38,16.26,LFDG_MEG3_OQC1_03_EPOXY
wip_id,F9F23730DFM1Y82AC,2022-09-06 08:40:07,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.26,2,393827,,,,19.21,19.79,LFDG_MEG3_OQC1_01_EPOXY
wip_id,F9F23730CRJ1Y82AL,2022-09-06 08:40:10,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.86,8,383193,,,,16.86,17.04,LFDG_MEG3_OQC1_07_EPOXY
wip_id,F9F23730D1V1Y82AC,2022-09-06 08:40:15,passed,,Ramp,Everwin,TI,N199,Baoti,A1,33.11,3,389725,,,,24.05,24.33,LFDG_MEG3_OQC1_04_EPOXY
wip_id,F9F23730D4V1Y82A3,2022-09-06 08:40:21,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.72,3,389725,,,,17.23,17.14,LFDG_MEG3_OQC1_03_EPOXY
wip_id,F9F23730CSC1Y82AP,2022-09-06 08:40:24,passed,,Ramp,Everwin,TI,N199,Baoti,A2,31.61,5,383193,,,,23.36,23.46,LFDG_MEG3_OQC1_05_EPOXY
wip_id,F9F23730D0Z1Y82AB,2022-09-06 08:40:24,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.91,8,383193,,,,22.42,22.47,LFDG_MEG3_OQC1_07_EPOXY
wip_id,F9F23730D7S1Y82AX,2022-09-06 08:40:24,passed,,Ramp,Everwin,TI,N199,Baoti,A1,33.43,2,393827,,,,23.10,23.17,LFDG_MEG3_OQC1_02_EPOXY
wip_id,F9F23730CS61Y82AV,2022-09-06 08:40:30,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.48,3,389725,,,,20.38,20.48,LFDG_MEG3_OQC1_04_EPOXY
wip_id,F9F23730CZ71Y82A7,2022-09-06 08:40:33,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.34,2,393827,,,,20.12,20.29,LFDG_MEG3_OQC1_01_EPOXY
wip_id,F9F23730D7Z1Y82AQ,2022-09-06 08:40:38,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.64,2,393827,,,,27.36,27.04,LFDG_MEG3_OQC1_02_EPOXY
wip_id,F9F23730CT41Y82AU,2022-09-06 08:40:42,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.22,5,383193,,,,16.72,16.76,LFDG_MEG3_OQC1_05_EPOXY
extrusion_id,EWB23323LATAC125P,2022-09-06 08:40:47,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.95,3,389725,,,,16.30,16.20,LFDG_MEG3_OQC1_03_EPOXY
wip_id,F9F23730DF61Y82AT,2022-09-06 08:40:48,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.24,2,393827,,,,18.87,19.44,LFDG_MEG3_OQC1_01_EPOXY
wip_id,F9F23730D2D1Y82AR,2022-09-06 08:40:51,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.87,8,383193,,,,16.62,16.80,LFDG_MEG3_OQC1_07_EPOXY
wip_id,F9F23730CZ31Y82AB,2022-09-06 08:40:57,passed,,Ramp,Everwin,TI,N199,Baoti,A1,33.13,3,389725,,,,23.84,24.11,LFDG_MEG3_OQC1_04_EPOXY
wip_id,F9F23730D4Q1Y82A8,2022-09-06 08:41:02,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.64,3,389725,,,,17.14,17.05,LFDG_MEG3_OQC1_03_EPOXY
wip_id,F9F23730CWB1Y82AC,2022-09-06 08:41:04,passed,,Ramp,Everwin,TI,N199,Baoti,A2,31.63,5,383193,,,,23.09,23.19,LFDG_MEG3_OQC1_05_EPOXY
wip_id,F9F23730CWX1Y82AS,2022-09-06 08:41:05,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.88,8,383193,,,,22.14,22.17,LFDG_MEG3_OQC1_07_EPOXY
wip_id,F9F23730D861Y82AE,2022-09-06 08:41:06,passed,,Ramp,Everwin,TI,N199,Baoti,A1,33.35,2,393827,,,,23.08,23.15,LFDG_MEG3_OQC1_02_EPOXY
wip_id,F9F23730DAG1Y82AY,2022-09-06 08:41:12,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.47,3,389725,,,,20.26,20.37,LFDG_MEG3_OQC1_04_EPOXY
wip_id,F9F23730DEH1Y82AK,2022-09-06 08:41:13,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.37,2,393827,,,,20.12,20.29,LFDG_MEG3_OQC1_01_EPOXY
wip_id,F9F23730D8V1Y82AR,2022-09-06 08:41:23,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.63,2,393827,,,,27.19,26.86,LFDG_MEG3_OQC1_02_EPOXY
wip_id,F9F23730CUB1Y82AJ,2022-09-06 08:41:23,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.19,5,383193,,,,16.57,16.62,LFDG_MEG3_OQC1_05_EPOXY
wip_id,F9F23730CZP1Y82AR,2022-09-06 08:41:29,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.37,2,393827,,,,18.87,19.44,LFDG_MEG3_OQC1_01_EPOXY
wip_id,F9F23730D3S1Y82A9,2022-09-06 08:41:29,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.92,3,389725,,,,16.27,16.16,LFDG_MEG3_OQC1_03_EPOXY
wip_id,F9F23730CT81Y82AQ,2022-09-06 08:41:32,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.78,8,383193,,,,16.40,16.59,LFDG_MEG3_OQC1_07_EPOXY
wip_id,F9F23730D6H1Y82A9,2022-09-06 08:41:34,passed,,Ramp,Everwin,TI,N199,Baoti,A1,33.15,5,383193,,,,22.68,22.73,LFDG_MEG3_OQC1_06_EPOXY
wip_id,F9F23730D811Y82AK,2022-09-06 08:41:39,passed,,Ramp,Everwin,TI,N199,Baoti,A1,33.07,3,389725,,,,23.71,23.99,LFDG_MEG3_OQC1_04_EPOXY
wip_id,F9F23730D5B1Y82AJ,2022-09-06 08:41:44,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.63,3,389725,,,,17.07,16.98,LFDG_MEG3_OQC1_03_EPOXY
wip_id,F9F23730DBF1Y82AW,2022-09-06 08:41:44,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.47,5,383193,,,,18.26,18.15,LFDG_MEG3_OQC1_06_EPOXY
wip_id,F9F23730CVP1Y82A3,2022-09-06 08:41:45,passed,,Ramp,Everwin,TI,N199,Baoti,A2,31.58,5,383193,,,,23.09,23.19,LFDG_MEG3_OQC1_05_EPOXY
wip_id,F9F23730D871Y82AD,2022-09-06 08:41:48,passed,,Ramp,Everwin,TI,N199,Baoti,A1,33.33,2,393827,,,,22.93,23.01,LFDG_MEG3_OQC1_02_EPOXY
wip_id,F9F23730CSF1Y82AL,2022-09-06 08:41:52,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.86,8,383193,,,,21.98,21.99,LFDG_MEG3_OQC1_07_EPOXY
wip_id,F9F23730DD91Y82AW,2022-09-06 08:41:54,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.30,2,393827,,,,19.95,20.12,LFDG_MEG3_OQC1_01_EPOXY
wip_id,F9F23730D091Y82A1,2022-09-06 08:41:55,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.42,3,389725,,,,20.06,20.19,LFDG_MEG3_OQC1_04_EPOXY
wip_id,F9F23730D8Q1Y82AW,2022-09-06 08:42:04,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.69,2,393827,,,,26.96,26.65,LFDG_MEG3_OQC1_02_EPOXY
wip_id,F9F23730CW81Y82AF,2022-09-06 08:42:04,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.17,5,383193,,,,16.48,16.53,LFDG_MEG3_OQC1_05_EPOXY
wip_id,F9F23730DFY1Y82A1,2022-09-06 08:42:09,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.23,2,393827,,,,18.82,19.40,LFDG_MEG3_OQC1_01_EPOXY
wip_id,F9F23730D2E1Y82AQ,2022-09-06 08:42:11,passed,,Ramp,Everwin,TI,N199,Baoti,A2,33.20,3,389725,,,,16.24,16.13,LFDG_MEG3_OQC1_03_EPOXY
wip_id,F9F23730CZR1Y82AP,2022-09-06 08:42:13,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.81,8,383193,,,,16.26,16.42,LFDG_MEG3_OQC1_07_EPOXY
wip_id,F9F23730DBL1Y82AR,2022-09-06 08:42:17,passed,,Ramp,Everwin,TI,N199,Baoti,A1,33.11,5,383193,,,,19.16,19.13,LFDG_MEG3_OQC1_06_EPOXY
wip_id,F9F23730CSE1Y82AM,2022-09-06 08:42:22,passed,,Ramp,Everwin,TI,N199,Baoti,A1,33.06,3,389725,,,,23.64,23.91,LFDG_MEG3_OQC1_04_EPOXY
wip_id,F9F23730CRR1Y82AD,2022-09-06 08:42:25,passed,,Ramp,Everwin,TI,N199,Baoti,A2,31.55,5,383193,,,,22.84,22.94,LFDG_MEG3_OQC1_05_EPOXY
wip_id,F9F23730D361Y82AV,2022-09-06 08:42:26,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.61,3,389725,,,,17.08,16.99,LFDG_MEG3_OQC1_03_EPOXY
wip_id,F9F23730D921Y82AF,2022-09-06 08:42:29,passed,,Ramp,Everwin,TI,N199,Baoti,A1,33.23,2,393827,,,,22.85,22.91,LFDG_MEG3_OQC1_02_EPOXY
wip_id,F9F23730D3P1Y82AC,2022-09-06 08:42:33,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.88,8,383193,,,,21.74,21.75,LFDG_MEG3_OQC1_07_EPOXY
wip_id,F9F23730CYJ1Y82AZ,2022-09-06 08:42:35,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.34,2,393827,,,,19.95,20.12,LFDG_MEG3_OQC1_01_EPOXY
wip_id,F9F23730CYV1Y82AN,2022-09-06 08:42:37,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.46,3,389725,,,,19.94,20.08,LFDG_MEG3_OQC1_04_EPOXY
wip_id,F9F23730DBR1Y82AL,2022-09-06 08:42:39,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.41,5,383193,,,,16.19,16.07,LFDG_MEG3_OQC1_06_EPOXY
extrusion_id,EWB23274RWAAB1255,2022-09-06 08:42:45,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.62,2,393827,,,,26.81,26.50,LFDG_MEG3_OQC1_02_EPOXY
wip_id,F9F23730CWL1Y82A3,2022-09-06 08:42:45,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.18,5,383193,,,,16.39,16.44,LFDG_MEG3_OQC1_05_EPOXY
wip_id,F9F23730D1Y1Y82A9,2022-09-06 08:42:50,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.28,2,393827,,,,18.73,19.32,LFDG_MEG3_OQC1_01_EPOXY
wip_id,F9F23730D581Y82AM,2022-09-06 08:42:52,passed,,Ramp,Everwin,TI,N199,Baoti,A2,33.00,3,389725,,,,16.20,16.08,LFDG_MEG3_OQC1_03_EPOXY
wip_id,F9F23730CYB1Y82A6,2022-09-06 08:42:54,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.84,8,383193,,,,16.18,16.35,LFDG_MEG3_OQC1_07_EPOXY
wip_id,F9F23730DBV1Y82AG,2022-09-06 08:42:59,passed,,Ramp,Everwin,TI,N199,Baoti,A1,33.23,5,383193,,,,18.31,18.25,LFDG_MEG3_OQC1_06_EPOXY
wip_id,F9F23730DA01Y82AE,2022-09-06 08:43:04,passed,,Ramp,Everwin,TI,N199,Baoti,A1,33.09,3,389725,,,,23.52,23.77,LFDG_MEG3_OQC1_04_EPOXY
wip_id,F9F23730CU41Y82AR,2022-09-06 08:43:06,passed,,Ramp,Everwin,TI,N199,Baoti,A2,31.54,5,383193,,,,22.84,22.94,LFDG_MEG3_OQC1_05_EPOXY
wip_id,F9F23730D7R1Y82AY,2022-09-06 08:43:07,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.69,3,389725,,,,17.01,16.93,LFDG_MEG3_OQC1_03_EPOXY
wip_id,F9F23730DKD1Y82A8,2022-09-06 08:43:11,passed,,Ramp,Everwin,TI,N199,Baoti,A1,33.34,2,393827,,,,22.83,22.92,LFDG_MEG3_OQC1_02_EPOXY
wip_id,F9F23730CTY1Y82A0,2022-09-06 08:43:14,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.84,8,383193,,,,21.61,21.59,LFDG_MEG3_OQC1_07_EPOXY
wip_id,F9F23730D171Y82A0,2022-09-06 08:43:15,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.34,2,393827,,,,19.88,20.04,LFDG_MEG3_OQC1_01_EPOXY
wip_id,F9F23730D8P1Y82AX,2022-09-06 08:43:20,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.40,3,389725,,,,19.91,20.02,LFDG_MEG3_OQC1_04_EPOXY
wip_id,F9F23730DAJ1Y82AW,2022-09-06 08:43:21,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.42,5,383193,,,,15.41,15.28,LFDG_MEG3_OQC1_06_EPOXY
wip_id,F9F23730D7N1Y82A1,2022-09-06 08:43:26,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.60,2,393827,,,,26.66,26.36,LFDG_MEG3_OQC1_02_EPOXY
wip_id,F9F23730CVR1Y82A1,2022-09-06 08:43:26,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.20,5,383193,,,,16.37,16.41,LFDG_MEG3_OQC1_05_EPOXY
wip_id,F9F23730D2T1Y82AB,2022-09-06 08:43:30,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.21,2,393827,,,,18.36,19.24,LFDG_MEG3_OQC1_01_EPOXY
wip_id,F9F23730D8H1Y82A3,2022-09-06 08:43:34,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.93,3,389725,,,,16.14,16.02,LFDG_MEG3_OQC1_03_EPOXY
wip_id,F9F23730D1D1Y82AU,2022-09-06 08:43:35,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.82,8,383193,,,,16.18,16.35,LFDG_MEG3_OQC1_07_EPOXY
wip_id,F9F23730DAP1Y82AR,2022-09-06 08:43:41,passed,,Ramp,Everwin,TI,N199,Baoti,A1,33.21,5,383193,,,,17.80,17.77,LFDG_MEG3_OQC1_06_EPOXY
wip_id,F9F23730CSX1Y82A4,2022-09-06 08:43:46,passed,,Ramp,Everwin,TI,N199,Baoti,A2,31.62,5,383193,,,,22.55,22.66,LFDG_MEG3_OQC1_05_EPOXY
wip_id,F9F23730D8X1Y82AP,2022-09-06 08:43:47,passed,,Ramp,Everwin,TI,N199,Baoti,A1,33.07,3,389725,,,,23.50,23.76,LFDG_MEG3_OQC1_04_EPOXY
wip_id,F9F23730D4H1Y82AF,2022-09-06 08:43:49,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.63,3,389725,,,,17.02,16.94,LFDG_MEG3_OQC1_03_EPOXY
wip_id,F9F23730D7C1Y82AB,2022-09-06 08:43:52,passed,,Ramp,Everwin,TI,N199,Baoti,A1,33.34,2,393827,,,,22.80,22.87,LFDG_MEG3_OQC1_02_EPOXY
wip_id,F9F23730CYP1Y82AU,2022-09-06 08:43:55,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.85,8,383193,,,,21.61,21.59,LFDG_MEG3_OQC1_07_EPOXY
wip_id,F9F23730CYR1Y82AS,2022-09-06 08:43:55,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.30,2,393827,,,,19.86,20.03,LFDG_MEG3_OQC1_01_EPOXY
wip_id,F9F23730CSN1Y82AD,2022-09-06 08:44:02,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.45,3,389725,,,,19.88,20.02,LFDG_MEG3_OQC1_04_EPOXY
wip_id,F9F23730DAU1Y82AL,2022-09-06 08:44:02,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.46,5,383193,,,,15.15,15.02,LFDG_MEG3_OQC1_06_EPOXY
wip_id,F9F23730DMK1Y82AW,2022-09-06 08:44:07,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.64,2,393827,,,,26.57,26.26,LFDG_MEG3_OQC1_02_EPOXY
wip_id,F9F23730CXV1Y82AR,2022-09-06 08:44:07,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.20,5,383193,,,,16.33,16.39,LFDG_MEG3_OQC1_05_EPOXY
wip_id,F9F23730DC41Y82A4,2022-09-06 08:44:11,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.20,2,393827,,,,18.65,19.23,LFDG_MEG3_OQC1_01_EPOXY
wip_id,F9F23730D4A1Y82AN,2022-09-06 08:44:15,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.92,3,389725,,,,16.14,16.02,LFDG_MEG3_OQC1_03_EPOXY
wip_id,F9F23730CVJ1Y82A8,2022-09-06 08:44:15,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.81,8,383193,,,,16.12,16.30,LFDG_MEG3_OQC1_07_EPOXY
wip_id,F9F23730D4K1Y82AD,2022-09-06 08:44:24,passed,,Ramp,Everwin,TI,N199,Baoti,A1,33.26,5,383193,,,,17.49,17.43,LFDG_MEG3_OQC1_06_EPOXY
wip_id,F9F23730CWV1Y82AU,2022-09-06 08:44:27,passed,,Ramp,Everwin,TI,N199,Baoti,A2,31.57,5,383193,,,,22.45,22.55,LFDG_MEG3_OQC1_05_EPOXY
wip_id,F9F23730CZA1Y82A4,2022-09-06 08:44:29,passed,,Ramp,Everwin,TI,N199,Baoti,A1,33.09,3,389725,,,,23.41,23.66,LFDG_MEG3_OQC1_04_EPOXY
wip_id,F9F23730D421Y82AW,2022-09-06 08:44:30,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.65,3,389725,,,,16.99,16.89,LFDG_MEG3_OQC1_03_EPOXY
wip_id,F9F23730DAS1Y82AN,2022-09-06 08:44:34,passed,,Ramp,Everwin,TI,N199,Baoti,A1,33.34,2,393827,,,,22.76,22.84,LFDG_MEG3_OQC1_02_EPOXY
wip_id,F9F23730CYG1Y82A1,2022-09-06 08:44:36,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.90,8,383193,,,,21.38,21.36,LFDG_MEG3_OQC1_07_EPOXY
wip_id,F9F23730D1P1Y82AJ,2022-09-06 08:44:36,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.42,2,393827,,,,19.81,19.98,LFDG_MEG3_OQC1_01_EPOXY
wip_id,F9F23730D3H1Y82AJ,2022-09-06 08:44:44,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.43,5,383193,,,,15.06,14.94,LFDG_MEG3_OQC1_06_EPOXY
wip_id,F9F23730DAA1Y82A4,2022-09-06 08:44:44,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.44,3,389725,,,,19.77,19.90,LFDG_MEG3_OQC1_04_EPOXY
wip_id,F9F23730DBS1Y82AK,2022-09-06 08:44:48,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.66,2,393827,,,,26.46,26.17,LFDG_MEG3_OQC1_02_EPOXY
wip_id,F9F23730CTX1Y82A1,2022-09-06 08:44:48,passed,,Ramp,Everwin,TI,N199,Baoti,A1,32.18,5,383193,,,,16.28,16.33,LFDG_MEG3_OQC1_05_EPOXY
wip_id,F9F23730CZY1Y82AG,2022-09-06 08:44:51,passed,,Ramp,Everwin,TI,N199,Baoti,A2,32.25,2,393827,,,,18.61,19.20,LFDG_MEG3_OQC1_01_EPOXY
