root_serial_type,root_serial,local_time,result,defects,configs.Build,configs.DOE,configs.Forging_vendor,configs.Material,configs.Project_Code,configs.Raw_material_vendor,im.Pressure_025s,im.Pressure_08s,im.Pressure_18s,im.Temperature1_7s,im.Temperature2_7s,im.insight.test_attributes.test_result,im.insight.test_attributes.uut_start,im.insight.test_attributes.uut_stop,im.insight.test_station_attributes.fixture_id,im.insight.test_station_attributes.head_id,im.insight.test_station_attributes.line_id,im.insight.test_station_attributes.machine_id,im.insight.test_station_attributes.software_name,im.insight.test_station_attributes.software_version,im.insight.test_station_attributes.station_id,im.insight.uut_attributes.bin,im.insight.uut_attributes.cavity,im.insight.uut_attributes.resin_batch
extrusion_id,EWB23340QWQAC1253,2022-09-06 08:00:15,passed,,Ramp,,Everwin,TI,N199,Baoti,1134.41,1030.14,1101.07,185.19,186.64,pass,2022-09-06 07:59:38,2022-09-06 08:00:08,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F237508KB1Y82AD,2022-09-06 08:00:15,passed,,Ramp,,Everwin,TI,N199,Baoti,1407.58,1158.74,1083.1,171.81,189.37,pass,2022-09-06 07:59:38,2022-09-06 08:00:08,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F237503FG1Y82AR,2022-09-06 08:00:20,passed,,Ramp,,Everwin,TI,N199,Baoti,1254.74,1090.22,1083.88,189.25,187.9,pass,2022-09-06 07:54:20,2022-09-06 07:54:50,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F23750A421Y82AX,2022-09-06 08:00:21,passed,,Ramp,,Everwin,TI,N199,Baoti,1256.95,1064.65,981.9,193.54,183.44,pass,2022-09-06 07:54:20,2022-09-06 07:54:50,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F23740BK51Y82AH,2022-09-06 08:00:50,passed,,Ramp,,Everwin,TI,N199,Baoti,1207.36,1109.37,1115.54,193.77,186.94,pass,2022-09-06 08:00:12,2022-09-06 08:00:42,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F2375006F1Y82AN,2022-09-06 08:00:50,passed,,Ramp,,Everwin,TI,N199,Baoti,1441.42,1197.67,954.7,175.13,189.59,pass,2022-09-06 08:00:12,2022-09-06 08:00:42,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F237508V01Y82AU,2022-09-06 08:00:54,passed,,Ramp,,Everwin,TI,N199,Baoti,1308.53,1215.25,1197.02,188.82,186.3,pass,2022-09-06 07:54:53,2022-09-06 07:55:23,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F237508ZR1Y82AR,2022-09-06 08:00:54,passed,,Ramp,,Everwin,TI,N199,Baoti,1226.13,1091.99,1036.69,193.34,183.21,pass,2022-09-06 07:54:53,2022-09-06 07:55:23,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F237506901Y82AN,2022-09-06 08:01:25,passed,,Ramp,,Everwin,TI,N199,Baoti,1201.86,1099.42,1103.31,195.46,187.64,pass,2022-09-06 08:00:48,2022-09-06 08:01:18,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F237502XS1Y82A2,2022-09-06 08:01:25,passed,,Ramp,,Everwin,TI,N199,Baoti,1437.8,1277.89,1114.83,180.07,190.5,pass,2022-09-06 08:00:48,2022-09-06 08:01:18,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F23750B6U1Y82AY,2022-09-06 08:01:27,passed,,Ramp,,Everwin,TI,N199,Baoti,1262.21,1060.8,1033.75,188.61,188.01,pass,2022-09-06 07:55:27,2022-09-06 07:55:57,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F237506A41Y82AF,2022-09-06 08:01:27,passed,,Ramp,,Everwin,TI,N199,Baoti,1298.11,1023.01,886.68,193.42,182.98,pass,2022-09-06 07:55:27,2022-09-06 07:55:57,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F237602KH1Y82AC,2022-09-06 08:02:01,passed,,Ramp,,Everwin,TI,N199,Baoti,1176.89,1057.54,1075.65,188.78,184.48,pass,2022-09-06 07:56:00,2022-09-06 07:56:30,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F237602AM1Y82A1,2022-09-06 08:02:01,passed,,Ramp,,Everwin,TI,N199,Baoti,1237.17,1012.19,888.76,193.07,184.19,pass,2022-09-06 07:56:00,2022-09-06 07:56:30,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F237508XN1Y82A0,2022-09-06 08:02:20,passed,,Ramp,,Everwin,TI,N199,Baoti,1216.47,1104.65,1135.49,193.02,185.49,pass,2022-09-06 08:01:42,2022-09-06 08:02:12,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F23750AV31Y82AP,2022-09-06 08:02:20,passed,,Ramp,,Everwin,TI,N199,Baoti,1408.57,1139.48,924.64,173.94,193.17,pass,2022-09-06 08:01:42,2022-09-06 08:02:12,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F237602791Y82AN,2022-09-06 08:02:35,passed,,Ramp,,Everwin,TI,N199,Baoti,1296.14,1133.28,1111.56,188.45,185.17,pass,2022-09-06 07:56:33,2022-09-06 07:57:03,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F23750E8F1Y82A2,2022-09-06 08:02:35,passed,,Ramp,,Everwin,TI,N199,Baoti,1284.87,1078.1,995.19,193.09,183.56,pass,2022-09-06 07:56:33,2022-09-06 07:57:03,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F23740BBC1Y82A0,2022-09-06 08:02:54,passed,,Ramp,,Everwin,TI,N199,Baoti,1183.48,1078.55,1127.65,192.98,186.89,pass,2022-09-06 08:02:17,2022-09-06 08:02:47,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F2375068Y1Y82AT,2022-09-06 08:02:54,passed,,Ramp,,Everwin,TI,N199,Baoti,1464.67,1221.98,924.85,176.15,190.01,pass,2022-09-06 08:02:17,2022-09-06 08:02:47,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F237505L11Y82AP,2022-09-06 08:03:07,passed,,Ramp,,Everwin,TI,N199,Baoti,1273.16,1116.48,1104.89,187.8,187.37,pass,2022-09-06 07:57:07,2022-09-06 07:57:37,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F237504581Y82AU,2022-09-06 08:03:07,passed,,Ramp,,Everwin,TI,N199,Baoti,1290.62,1083.11,1008.66,193.3,184.33,pass,2022-09-06 07:57:07,2022-09-06 07:57:37,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F237505KH1Y82AA,2022-09-06 08:03:41,passed,,Ramp,,Everwin,TI,N199,Baoti,1251.72,1115.98,1137.41,188.21,185.19,pass,2022-09-06 07:57:40,2022-09-06 07:58:10,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F237503H11Y82A0,2022-09-06 08:03:41,passed,,Ramp,,Everwin,TI,N199,Baoti,1211.44,979.53,930.1,193.18,182.96,pass,2022-09-06 07:57:40,2022-09-06 07:58:10,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F237505031Y82AD,2022-09-06 08:03:45,passed,,Ramp,,Everwin,TI,N199,Baoti,1201.16,1117.04,1153.54,190.88,185.13,pass,2022-09-06 08:03:08,2022-09-06 08:03:38,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F237503EM1Y82AP,2022-09-06 08:03:45,passed,,Ramp,,Everwin,TI,N199,Baoti,1393.49,1186.88,1029.29,176.15,182.58,pass,2022-09-06 08:03:08,2022-09-06 08:03:38,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F237602KJ1Y82AB,2022-09-06 08:04:15,passed,,Ramp,,Everwin,TI,N199,Baoti,1282.76,1127.54,1121.52,188.14,185.81,pass,2022-09-06 07:58:14,2022-09-06 07:58:44,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F23750EKT1Y82AR,2022-09-06 08:04:15,passed,,Ramp,,Everwin,TI,N199,Baoti,1302.83,1144.65,1065.04,193.18,182.68,pass,2022-09-06 07:58:14,2022-09-06 07:58:44,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F2375032K1Y82AT,2022-09-06 08:04:19,passed,,Ramp,,Everwin,TI,N199,Baoti,1198.36,1086.33,1072.28,195.31,188.9,pass,2022-09-06 08:03:42,2022-09-06 08:04:12,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F237500N91Y82AE,2022-09-06 08:04:20,passed,,Ramp,,Everwin,TI,N199,Baoti,1479.96,1254.28,932.29,182.95,189.07,pass,2022-09-06 08:03:42,2022-09-06 08:04:12,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F237503DS1Y82AM,2022-09-06 08:04:48,passed,,Ramp,,Everwin,TI,N199,Baoti,1222.56,1077.21,1048.25,188.45,186.93,pass,2022-09-06 07:58:47,2022-09-06 07:59:17,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F23750CZQ1Y82AN,2022-09-06 08:04:48,passed,,Ramp,,Everwin,TI,N199,Baoti,1248.63,1032.72,932.16,193.65,183.72,pass,2022-09-06 07:58:47,2022-09-06 07:59:17,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
extrusion_id,EWB232657XZAA125W,2022-09-06 08:04:54,passed,,Ramp,,Everwin,TI,N199,Baoti,1194.92,1094.59,1127.32,194.43,189.07,pass,2022-09-06 08:04:17,2022-09-06 08:04:47,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F237502XJ1Y82AA,2022-09-06 08:04:54,passed,,Ramp,,Everwin,TI,N199,Baoti,1438.53,1187.25,964.79,177.94,190.7,pass,2022-09-06 08:04:17,2022-09-06 08:04:47,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F23740CVG1Y82A9,2022-09-06 08:05:21,passed,,Ramp,,Everwin,TI,N199,Baoti,1297.68,1062.63,1058.59,188.71,185.97,pass,2022-09-06 07:59:21,2022-09-06 07:59:51,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
extrusion_id,EWB23271DRZAB125J,2022-09-06 08:05:21,passed,,Ramp,,Everwin,TI,N199,Baoti,1317.43,1129.77,1038.48,193.48,182.8,pass,2022-09-06 07:59:21,2022-09-06 07:59:51,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F23740BCR1Y82AJ,2022-09-06 08:05:30,passed,,Ramp,,Everwin,TI,N199,Baoti,1192.2,1104.92,1130.34,193.44,188.33,pass,2022-09-06 08:04:53,2022-09-06 08:05:23,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F237505F91Y82AW,2022-09-06 08:05:30,passed,,Ramp,,Everwin,TI,N199,Baoti,1465.38,1233.36,946.8,181.14,194.66,pass,2022-09-06 08:04:53,2022-09-06 08:05:23,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F23740F211Y82A0,2022-09-06 08:05:55,passed,,Ramp,,Everwin,TI,N199,Baoti,1282.3,1206.17,1196.19,188.6,187.2,pass,2022-09-06 07:59:54,2022-09-06 08:00:24,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F23740BNA1Y82A3,2022-09-06 08:05:55,passed,,Ramp,,Everwin,TI,N199,Baoti,1222.51,957.09,869.67,193.65,183.17,pass,2022-09-06 07:59:54,2022-09-06 08:00:24,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F23750B9C1Y82A5,2022-09-06 08:06:04,passed,,Ramp,,Everwin,TI,N199,Baoti,1174.32,1112.47,1191.21,193.54,188.37,pass,2022-09-06 08:05:27,2022-09-06 08:05:57,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F2375016R1Y82AB,2022-09-06 08:06:04,passed,,Ramp,,Everwin,TI,N199,Baoti,1347.22,1197.24,1098.09,175.8,190.92,pass,2022-09-06 08:05:27,2022-09-06 08:05:57,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F23740B161Y82A2,2022-09-06 08:06:29,passed,,Ramp,,Everwin,TI,N199,Baoti,1280.09,1101.71,1087.62,188.76,186.74,pass,2022-09-06 08:00:27,2022-09-06 08:00:57,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F237508FA1Y82AS,2022-09-06 08:06:29,passed,,Ramp,,Everwin,TI,N199,Baoti,1191.98,939.9,836.02,193.75,183.5,pass,2022-09-06 08:00:27,2022-09-06 08:00:57,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F237602B01Y82AK,2022-09-06 08:06:39,passed,,Ramp,,Everwin,TI,N199,Baoti,1183.21,1080.88,1130.94,193.59,188.06,pass,2022-09-06 08:06:02,2022-09-06 08:06:32,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F237504SA1Y82AX,2022-09-06 08:06:39,passed,,Ramp,,Everwin,TI,N199,Baoti,1416.69,1141.47,925.22,174.03,190.39,pass,2022-09-06 08:06:02,2022-09-06 08:06:32,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F23740BU61Y82AP,2022-09-06 08:07:06,passed,,Ramp,,Everwin,TI,N199,Baoti,1199.6,983.54,995.24,188.35,187.16,pass,2022-09-06 08:01:06,2022-09-06 08:01:36,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F23740B0R1Y82AL,2022-09-06 08:07:06,passed,,Ramp,,Everwin,TI,N199,Baoti,1282.28,993.55,828.64,194.3,184.47,pass,2022-09-06 08:01:06,2022-09-06 08:01:36,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
extrusion_id,EWB23270ZXXAC125J,2022-09-06 08:07:13,passed,,Ramp,,Everwin,TI,N199,Baoti,1203.37,1088.62,1118.52,193.33,188.08,pass,2022-09-06 08:06:36,2022-09-06 08:07:06,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F2375050C1Y82A4,2022-09-06 08:07:13,passed,,Ramp,,Everwin,TI,N199,Baoti,1401.15,1169.81,880.06,178.49,190.59,pass,2022-09-06 08:06:36,2022-09-06 08:07:06,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F237407401Y82A3,2022-09-06 08:07:40,passed,,Ramp,,Everwin,TI,N199,Baoti,1200.54,977.48,985.58,188.63,187.32,pass,2022-09-06 08:01:39,2022-09-06 08:02:09,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F23740D5M1Y82A7,2022-09-06 08:07:40,passed,,Ramp,,Everwin,TI,N199,Baoti,1289.17,1094.28,997.66,193.43,183.55,pass,2022-09-06 08:01:39,2022-09-06 08:02:09,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F237505E71Y82A1,2022-09-06 08:07:48,passed,,Ramp,,Everwin,TI,N199,Baoti,1200.28,1105.07,1127.54,194.24,187.91,pass,2022-09-06 08:07:11,2022-09-06 08:07:41,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F237503D41Y82A9,2022-09-06 08:07:48,passed,,Ramp,,Everwin,TI,N199,Baoti,1428.72,1148.15,950.59,174.62,190.66,pass,2022-09-06 08:07:11,2022-09-06 08:07:41,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F23740DHB1Y82AF,2022-09-06 08:08:14,passed,,Ramp,,Everwin,TI,N199,Baoti,1195.82,1114.2,1123.49,188.42,186.82,pass,2022-09-06 08:02:12,2022-09-06 08:02:42,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F2375049G1Y82A8,2022-09-06 08:08:14,passed,,Ramp,,Everwin,TI,N199,Baoti,1240.01,913.37,774.98,193.58,183.64,pass,2022-09-06 08:02:12,2022-09-06 08:02:42,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F237504ZT1Y82AT,2022-09-06 08:08:22,passed,,Ramp,,Everwin,TI,N199,Baoti,1147.63,976.99,967.04,193.9,188.08,pass,2022-09-06 08:07:45,2022-09-06 08:08:15,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F237503QE1Y82A0,2022-09-06 08:08:22,passed,,Ramp,,Everwin,TI,N199,Baoti,1364.4,1218.84,1097.92,172.51,190.47,pass,2022-09-06 08:07:45,2022-09-06 08:08:15,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F23740B741Y82AL,2022-09-06 08:08:46,passed,,Ramp,,Everwin,TI,N199,Baoti,1266.12,1059.7,1066.93,188.73,185.33,pass,2022-09-06 08:02:46,2022-09-06 08:03:16,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F23740EQA1Y82AU,2022-09-06 08:08:47,passed,,Ramp,,Everwin,TI,N199,Baoti,1244.39,1000.56,896.74,193.48,182.26,pass,2022-09-06 08:02:46,2022-09-06 08:03:16,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F237506S71Y82AY,2022-09-06 08:08:58,passed,,Ramp,,Everwin,TI,N199,Baoti,1167.59,1065.33,1124.37,189.17,187.49,pass,2022-09-06 08:08:21,2022-09-06 08:08:51,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F237503ER1Y82AK,2022-09-06 08:08:58,passed,,Ramp,,Everwin,TI,N199,Baoti,1365.74,1089.69,938.72,176.11,193.35,pass,2022-09-06 08:08:21,2022-09-06 08:08:51,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F23740F111Y82A3,2022-09-06 08:09:20,passed,,Ramp,,Everwin,TI,N199,Baoti,1226.58,1126.95,1137.42,189.21,185.44,pass,2022-09-06 08:03:19,2022-09-06 08:03:49,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F23740B931Y82AF,2022-09-06 08:09:20,passed,,Ramp,,Everwin,TI,N199,Baoti,1270.56,1024.6,952.65,193.28,182.19,pass,2022-09-06 08:03:19,2022-09-06 08:03:49,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F237503GR1Y82AD,2022-09-06 08:09:33,passed,,Ramp,,Everwin,TI,N199,Baoti,1212.63,1119.76,1154.42,193.46,187.64,pass,2022-09-06 08:08:56,2022-09-06 08:09:26,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F237503DX1Y82AG,2022-09-06 08:09:33,passed,,Ramp,,Everwin,TI,N199,Baoti,1424.46,1227.61,1055.09,175.07,190.26,pass,2022-09-06 08:08:56,2022-09-06 08:09:26,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F23740DQY1Y82A7,2022-09-06 08:09:54,passed,,Ramp,,Everwin,TI,N199,Baoti,1273.44,1186.55,1181.81,188.56,185.12,pass,2022-09-06 08:03:53,2022-09-06 08:04:23,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F23740CX51Y82AE,2022-09-06 08:09:54,passed,,Ramp,,Everwin,TI,N199,Baoti,1234.25,989.25,913.35,193.41,182.5,pass,2022-09-06 08:03:53,2022-09-06 08:04:23,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
extrusion_id,EWB23323WP2AB1250,2022-09-06 08:10:27,passed,,Ramp,,Everwin,TI,N199,Baoti,1310.9,1126.49,1121.42,188.9,186.02,pass,2022-09-06 08:04:26,2022-09-06 08:04:56,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F2375043C1Y82AW,2022-09-06 08:10:32,passed,,Ramp,,Everwin,TI,N199,Baoti,1195.82,1114.36,1186.69,187.87,184.15,pass,2022-09-06 08:09:55,2022-09-06 08:10:25,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F237507YH1Y82A3,2022-09-06 08:10:33,passed,,Ramp,,Everwin,TI,N199,Baoti,1417.76,1159.83,954.38,173.86,186.46,pass,2022-09-06 08:09:55,2022-09-06 08:10:25,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F23740BN21Y82AB,2022-09-06 08:11:01,passed,,Ramp,,Everwin,TI,N199,Baoti,1264.09,1032.43,1030.62,188.74,186.34,pass,2022-09-06 08:05:00,2022-09-06 08:05:30,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F23740F5K1Y82A7,2022-09-06 08:11:01,passed,,Ramp,,Everwin,TI,N199,Baoti,1232.69,976.53,827.06,193.73,185.51,pass,2022-09-06 08:05:00,2022-09-06 08:05:30,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F237506LY1Y82AR,2022-09-06 08:11:07,passed,,Ramp,,Everwin,TI,N199,Baoti,1246.62,1152.86,1126.71,194.25,188.39,pass,2022-09-06 08:10:30,2022-09-06 08:11:00,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F237506PX1Y82AH,2022-09-06 08:11:07,passed,,Ramp,,Everwin,TI,N199,Baoti,1436.6,1255.85,990.0,181.95,189.26,pass,2022-09-06 08:10:30,2022-09-06 08:11:00,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F23740BXB1Y82A9,2022-09-06 08:11:34,passed,,Ramp,,Everwin,TI,N199,Baoti,1273.4,1064.16,1045.7,188.78,185.29,pass,2022-09-06 08:05:33,2022-09-06 08:06:03,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F23740F051Y82A2,2022-09-06 08:11:34,passed,,Ramp,,Everwin,TI,N199,Baoti,1182.36,874.54,806.33,193.78,182.07,pass,2022-09-06 08:05:33,2022-09-06 08:06:03,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F237503HP1Y82AC,2022-09-06 08:11:41,passed,,Ramp,,Everwin,TI,N199,Baoti,1180.59,1094.35,1148.4,195.57,187.87,pass,2022-09-06 08:11:04,2022-09-06 08:11:34,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F237503EW1Y82AE,2022-09-06 08:11:42,passed,,Ramp,,Everwin,TI,N199,Baoti,1412.92,1183.35,1026.82,179.43,190.6,pass,2022-09-06 08:11:04,2022-09-06 08:11:34,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F23740BAE1Y82A1,2022-09-06 08:12:07,passed,,Ramp,,Everwin,TI,N199,Baoti,1272.36,1070.55,1060.03,188.6,187.23,pass,2022-09-06 08:06:07,2022-09-06 08:06:37,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F237503F01Y82A7,2022-09-06 08:12:31,passed,,Ramp,,Everwin,TI,N199,Baoti,1176.76,1053.13,1092.69,190.06,186.13,pass,2022-09-06 08:11:54,2022-09-06 08:12:24,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F237507YA1Y82AA,2022-09-06 08:12:31,passed,,Ramp,,Everwin,TI,N199,Baoti,1387.44,909.83,707.58,176.89,188.26,pass,2022-09-06 08:11:54,2022-09-06 08:12:24,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F237408D61Y82A3,2022-09-06 08:12:41,passed,,Ramp,,Everwin,TI,N199,Baoti,1328.4,1134.65,1122.58,188.66,185.7,pass,2022-09-06 08:06:40,2022-09-06 08:07:10,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
extrusion_id,EWB23271HQXAC125J,2022-09-06 08:12:41,passed,,Ramp,,Everwin,TI,N199,Baoti,1151.53,869.15,746.59,193.7,184.44,pass,2022-09-06 08:06:40,2022-09-06 08:07:10,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F237503HV1Y82A6,2022-09-06 08:13:06,passed,,Ramp,,Everwin,TI,N199,Baoti,1223.68,1115.09,1139.63,194.38,187.93,pass,2022-09-06 08:12:29,2022-09-06 08:12:59,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F237507W21Y82AQ,2022-09-06 08:13:06,passed,,Ramp,,Everwin,TI,N199,Baoti,1385.58,1242.49,1101.81,177.78,190.07,pass,2022-09-06 08:12:29,2022-09-06 08:12:59,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F23740B7Q1Y82A0,2022-09-06 08:13:15,passed,,Ramp,,Everwin,TI,N199,Baoti,1283.39,1056.6,1041.44,188.72,187.17,pass,2022-09-06 08:07:13,2022-09-06 08:07:43,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F237408HH1Y82AE,2022-09-06 08:13:15,passed,,Ramp,,Everwin,TI,N199,Baoti,1288.67,974.78,840.78,193.74,183.56,pass,2022-09-06 08:07:13,2022-09-06 08:07:43,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F23740B7Y1Y82AS,2022-09-06 08:13:47,passed,,Ramp,,Everwin,TI,N199,Baoti,1148.73,994.96,1020.1,188.64,186.31,pass,2022-09-06 08:07:47,2022-09-06 08:08:17,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F237408MP1Y82AW,2022-09-06 08:13:47,passed,,Ramp,,Everwin,TI,N199,Baoti,1304.14,983.89,799.83,193.78,183.8,pass,2022-09-06 08:07:47,2022-09-06 08:08:17,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F237503C81Y82A8,2022-09-06 08:14:05,passed,,Ramp,,Everwin,TI,N199,Baoti,1204.06,1108.38,1152.28,186.62,182.31,pass,2022-09-06 08:13:28,2022-09-06 08:13:58,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
