root_serial_type,root_serial,local_time,result,defects,configs.Build,configs.DOE,configs.Forging_vendor,configs.Material,configs.Project_Code,configs.Raw_material_vendor,im.Pressure_025s,im.Pressure_08s,im.Pressure_18s,im.Temperature1_7s,im.Temperature2_7s,im.insight.test_attributes.test_result,im.insight.test_attributes.uut_start,im.insight.test_attributes.uut_stop,im.insight.test_station_attributes.fixture_id,im.insight.test_station_attributes.head_id,im.insight.test_station_attributes.line_id,im.insight.test_station_attributes.machine_id,im.insight.test_station_attributes.software_name,im.insight.test_station_attributes.software_version,im.insight.test_station_attributes.station_id,im.insight.uut_attributes.bin,im.insight.uut_attributes.cavity,im.insight.uut_attributes.resin_batch
wip_id,F9F237501E31Y82A9,2022-09-06 13:05:18,passed,,Ramp,,Everwin,TI,N199,Baoti,1497.79,1181.08,1166.32,180.76,173.4,pass,2022-09-06 13:00:03,2022-09-06 13:00:33,,,,,,V20220819,LFDG_MEGA3-OQC1_05_IM,,1,8000957790
wip_id,F9F2375047J1Y82AC,2022-09-06 13:05:18,passed,,Ramp,,Everwin,TI,N199,Baoti,1198.51,1009.91,1032.95,189.06,187.54,pass,2022-09-06 12:59:16,2022-09-06 12:59:46,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F237504B01Y82AJ,2022-09-06 13:05:18,passed,,Ramp,,Everwin,TI,N199,Baoti,1449.73,1143.93,1081.01,186.3,171.58,pass,2022-09-06 13:00:03,2022-09-06 13:00:33,,,,,,V20220819,LFDG_MEGA3-OQC1_05_IM,,2,8000957790
wip_id,F9F237500SW1Y82AF,2022-09-06 13:05:18,passed,,Ramp,,Everwin,TI,N199,Baoti,1360.45,1104.18,1056.58,193.64,183.04,pass,2022-09-06 12:59:16,2022-09-06 12:59:46,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F23740EFV1Y82A2,2022-09-06 13:05:46,passed,,Ramp,,Everwin,TI,N199,Baoti,1336.24,1190.17,988.88,196.17,189.24,pass,2022-09-06 13:05:08,2022-09-06 13:05:38,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F237500221Y82AD,2022-09-06 13:05:46,passed,,Ramp,,Everwin,TI,N199,Baoti,1587.6,1232.1,902.58,172.98,188.66,pass,2022-09-06 13:05:08,2022-09-06 13:05:38,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F237502JN1Y82AB,2022-09-06 13:05:52,passed,,Ramp,,Everwin,TI,N199,Baoti,1218.38,1056.05,1074.61,189.32,187.57,pass,2022-09-06 12:59:50,2022-09-06 13:00:20,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F237506T81Y82AU,2022-09-06 13:05:52,passed,,Ramp,,Everwin,TI,N199,Baoti,1372.98,1194.45,1073.05,193.93,184.06,pass,2022-09-06 12:59:50,2022-09-06 13:00:20,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F237506GS1Y82A9,2022-09-06 13:05:54,passed,,Ramp,,Everwin,TI,N199,Baoti,1434.78,1259.86,1164.84,181.27,178.41,pass,2022-09-06 13:00:39,2022-09-06 13:01:09,,,,,,V20220819,LFDG_MEGA3-OQC1_05_IM,,1,8000957790
wip_id,F9F2375044C1Y82AT,2022-09-06 13:05:54,passed,,Ramp,,Everwin,TI,N199,Baoti,1504.73,1265.15,1168.24,186.22,171.78,pass,2022-09-06 13:00:39,2022-09-06 13:01:09,,,,,,V20220819,LFDG_MEGA3-OQC1_05_IM,,2,8000957790
wip_id,F9F237503DR1Y82AN,2022-09-06 13:06:04,passed,,Ramp,,Everwin,TI,N199,Baoti,1424.54,1219.23,1185.74,187.13,180.74,pass,2022-09-06 13:01:11,2022-09-06 13:01:41,,,,,,V20220819,LFDG_MEGA3-OQC1_04_IM,,1,8000957790
wip_id,F9F2375086L1Y82A9,2022-09-06 13:06:04,passed,,Ramp,,Everwin,TI,N199,Baoti,1382.41,1107.12,879.21,186.48,176.26,pass,2022-09-06 13:01:11,2022-09-06 13:01:41,,,,,,V20220819,LFDG_MEGA3-OQC1_04_IM,,2,8000957790
wip_id,F9F23750B7E1Y82A9,2022-09-06 13:06:21,passed,,Ramp,,Everwin,TI,N199,Baoti,1326.96,1223.39,1184.09,187.04,188.49,pass,2022-09-06 13:05:43,2022-09-06 13:06:13,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F237600C81Y82AA,2022-09-06 13:06:21,passed,,Ramp,,Everwin,TI,N199,Baoti,1466.89,1156.33,1106.64,169.13,187.37,pass,2022-09-06 13:05:43,2022-09-06 13:06:13,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F23740E8X1Y82AM,2022-09-06 13:06:24,passed,,Ramp,,Everwin,TI,N199,Baoti,1269.69,1176.73,1177.54,189.14,187.9,pass,2022-09-06 13:00:23,2022-09-06 13:00:53,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F237505MG1Y82A5,2022-09-06 13:06:24,passed,,Ramp,,Everwin,TI,N199,Baoti,1352.54,1021.5,1006.2,193.88,182.83,pass,2022-09-06 13:00:23,2022-09-06 13:00:53,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F237508EP1Y82AG,2022-09-06 13:06:28,passed,,Ramp,,Everwin,TI,N199,Baoti,1473.98,1176.18,1135.08,180.62,175.18,pass,2022-09-06 13:01:14,2022-09-06 13:01:44,,,,,,V20220819,LFDG_MEGA3-OQC1_05_IM,,1,8000957790
wip_id,F9F237500D51Y82AB,2022-09-06 13:06:29,passed,,Ramp,,Everwin,TI,N199,Baoti,1494.44,1175.9,1113.26,186.42,168.88,pass,2022-09-06 13:01:14,2022-09-06 13:01:44,,,,,,V20220819,LFDG_MEGA3-OQC1_05_IM,,2,8000957790
wip_id,F9F237507G81Y82AS,2022-09-06 13:06:37,passed,,Ramp,,Everwin,TI,N199,Baoti,1445.25,1249.88,1172.99,188.41,186.33,pass,2022-09-06 13:01:46,2022-09-06 13:02:16,,,,,,V20220819,LFDG_MEGA3-OQC1_04_IM,,1,8000957790
wip_id,F9F237504NK1Y82A0,2022-09-06 13:06:37,passed,,Ramp,,Everwin,TI,N199,Baoti,1380.06,1224.61,1076.6,183.62,180.31,pass,2022-09-06 13:01:46,2022-09-06 13:02:16,,,,,,V20220819,LFDG_MEGA3-OQC1_04_IM,,2,8000957790
wip_id,F9F237507331Y82A2,2022-09-06 13:06:55,passed,,Ramp,,Everwin,TI,N199,Baoti,1346.78,1238.15,1127.33,195.17,188.98,pass,2022-09-06 13:06:17,2022-09-06 13:06:47,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F23750B541Y82AR,2022-09-06 13:06:55,passed,,Ramp,,Everwin,TI,N199,Baoti,1550.02,1217.41,903.53,174.5,187.94,pass,2022-09-06 13:06:17,2022-09-06 13:06:47,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F237500UX1Y82A8,2022-09-06 13:06:58,passed,,Ramp,,Everwin,TI,N199,Baoti,1182.62,1055.91,1106.69,188.98,187.25,pass,2022-09-06 13:00:56,2022-09-06 13:01:26,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F237501P11Y82AJ,2022-09-06 13:06:58,passed,,Ramp,,Everwin,TI,N199,Baoti,1305.54,1014.25,943.9,193.69,183.36,pass,2022-09-06 13:00:56,2022-09-06 13:01:26,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F237504CD1Y82A2,2022-09-06 13:07:03,passed,,Ramp,,Everwin,TI,N199,Baoti,1366.09,1220.49,1166.62,181.7,175.3,pass,2022-09-06 13:01:49,2022-09-06 13:02:19,,,,,,V20220819,LFDG_MEGA3-OQC1_05_IM,,1,8000957790
wip_id,F9F2375044S1Y82AD,2022-09-06 13:07:03,passed,,Ramp,,Everwin,TI,N199,Baoti,1366.58,1120.93,1097.72,186.41,169.55,pass,2022-09-06 13:01:49,2022-09-06 13:02:19,,,,,,V20220819,LFDG_MEGA3-OQC1_05_IM,,2,8000957790
wip_id,F9F237508XG1Y82A6,2022-09-06 13:07:30,passed,,Ramp,,Everwin,TI,N199,Baoti,1318.47,1214.55,1138.06,193.74,189.66,pass,2022-09-06 13:06:52,2022-09-06 13:07:22,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F2375066X1Y82A0,2022-09-06 13:07:30,passed,,Ramp,,Everwin,TI,N199,Baoti,1510.24,1231.73,988.64,172.37,188.65,pass,2022-09-06 13:06:52,2022-09-06 13:07:22,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F237503K91Y82AL,2022-09-06 13:07:32,passed,,Ramp,,Everwin,TI,N199,Baoti,1175.02,874.54,842.43,189.1,187.71,pass,2022-09-06 13:01:30,2022-09-06 13:02:00,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F237502K91Y82AM,2022-09-06 13:07:32,passed,,Ramp,,Everwin,TI,N199,Baoti,1344.73,1071.94,971.19,193.57,182.52,pass,2022-09-06 13:01:30,2022-09-06 13:02:00,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F237500D91Y82A7,2022-09-06 13:07:38,passed,,Ramp,,Everwin,TI,N199,Baoti,1383.5,1112.56,1090.96,180.68,174.24,pass,2022-09-06 13:02:23,2022-09-06 13:02:53,,,,,,V20220819,LFDG_MEGA3-OQC1_05_IM,,1,8000957790
wip_id,F9F237503VT1Y82A6,2022-09-06 13:07:38,passed,,Ramp,,Everwin,TI,N199,Baoti,1443.86,1203.14,1159.63,186.16,169.5,pass,2022-09-06 13:02:23,2022-09-06 13:02:53,,,,,,V20220819,LFDG_MEGA3-OQC1_05_IM,,2,8000957790
wip_id,F9F237502B91Y82AB,2022-09-06 13:08:05,passed,,Ramp,,Everwin,TI,N199,Baoti,1211.1,1056.0,1102.1,188.96,188.1,pass,2022-09-06 13:02:03,2022-09-06 13:02:33,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F237503Y51Y82AK,2022-09-06 13:08:05,passed,,Ramp,,Everwin,TI,N199,Baoti,1329.97,1066.96,972.68,193.72,182.33,pass,2022-09-06 13:02:03,2022-09-06 13:02:33,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F237500F01Y82AA,2022-09-06 13:08:12,passed,,Ramp,,Everwin,TI,N199,Baoti,1452.6,1221.33,1184.69,183.39,176.13,pass,2022-09-06 13:02:58,2022-09-06 13:03:28,,,,,,V20220819,LFDG_MEGA3-OQC1_05_IM,,1,8000957790
wip_id,F9F237508WM1Y82A4,2022-09-06 13:08:12,passed,,Ramp,,Everwin,TI,N199,Baoti,1463.38,1256.33,1165.39,186.11,171.97,pass,2022-09-06 13:02:58,2022-09-06 13:03:28,,,,,,V20220819,LFDG_MEGA3-OQC1_05_IM,,2,8000957790
wip_id,F9F23740E371Y82AS,2022-09-06 13:08:38,passed,,Ramp,,Everwin,TI,N199,Baoti,1117.21,870.5,868.12,189.05,185.74,pass,2022-09-06 13:02:37,2022-09-06 13:03:07,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
extrusion_id,EWB23335643AC1254,2022-09-06 13:08:38,passed,,Ramp,,Everwin,TI,N199,Baoti,1361.46,1120.09,1046.94,194.65,183.15,pass,2022-09-06 13:02:37,2022-09-06 13:03:07,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F237503U91Y82AT,2022-09-06 13:08:47,passed,,Ramp,,Everwin,TI,N199,Baoti,1327.06,1095.38,1090.5,180.77,172.51,pass,2022-09-06 13:03:33,2022-09-06 13:04:03,,,,,,V20220819,LFDG_MEGA3-OQC1_05_IM,,1,8000957790
wip_id,F9F237508TW1Y82A4,2022-09-06 13:08:47,passed,,Ramp,,Everwin,TI,N199,Baoti,1390.27,1038.52,970.42,186.51,170.51,pass,2022-09-06 13:03:33,2022-09-06 13:04:03,,,,,,V20220819,LFDG_MEGA3-OQC1_05_IM,,2,8000957790
wip_id,F9F237508YU1Y82AR,2022-09-06 13:08:49,passed,,Ramp,,Everwin,TI,N199,Baoti,1321.34,1197.67,1058.92,196.31,185.99,pass,2022-09-06 13:08:12,2022-09-06 13:08:42,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F2375063U1Y82AC,2022-09-06 13:08:49,passed,,Ramp,,Everwin,TI,N199,Baoti,1578.05,1301.43,866.84,182.29,184.79,pass,2022-09-06 13:08:12,2022-09-06 13:08:42,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F237505UX1Y82A3,2022-09-06 13:09:03,passed,,Ramp,,Everwin,TI,N199,Baoti,1431.18,1186.42,1084.68,187.78,181.56,pass,2022-09-06 13:04:11,2022-09-06 13:04:41,,,,,,V20220819,LFDG_MEGA3-OQC1_04_IM,,1,8000957790
extrusion_id,EWB23263RPXAB1259,2022-09-06 13:09:03,passed,,Ramp,,Everwin,TI,N199,Baoti,1227.65,1048.82,979.75,186.76,177.61,pass,2022-09-06 13:04:11,2022-09-06 13:04:41,,,,,,V20220819,LFDG_MEGA3-OQC1_04_IM,,2,8000957790
wip_id,F9F23740E951Y82AA,2022-09-06 13:09:12,passed,,Ramp,,Everwin,TI,N199,Baoti,1210.51,1150.91,1152.88,189.49,190.11,pass,2022-09-06 13:03:10,2022-09-06 13:03:40,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F237501L51Y82AP,2022-09-06 13:09:12,passed,,Ramp,,Everwin,TI,N199,Baoti,1351.64,1105.78,1002.04,194.02,183.08,pass,2022-09-06 13:03:10,2022-09-06 13:03:40,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F237504VH1Y82AF,2022-09-06 13:09:23,passed,,Ramp,,Everwin,TI,N199,Baoti,1464.87,1220.01,1147.53,180.84,175.85,pass,2022-09-06 13:04:09,2022-09-06 13:04:39,,,,,,V20220819,LFDG_MEGA3-OQC1_05_IM,,1,8000957790
wip_id,F9F23750AEH1Y82AL,2022-09-06 13:09:23,passed,,Ramp,,Everwin,TI,N199,Baoti,1474.97,1218.02,1114.1,186.73,174.15,pass,2022-09-06 13:04:09,2022-09-06 13:04:39,,,,,,V20220819,LFDG_MEGA3-OQC1_05_IM,,2,8000957790
wip_id,F9F2375090B1Y82A1,2022-09-06 13:09:24,passed,,Ramp,,Everwin,TI,N199,Baoti,1357.1,1249.59,1139.3,198.35,188.55,pass,2022-09-06 13:08:46,2022-09-06 13:09:16,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F23750B7Z1Y82AQ,2022-09-06 13:09:24,passed,,Ramp,,Everwin,TI,N199,Baoti,1545.2,1315.21,1005.26,177.38,188.64,pass,2022-09-06 13:08:46,2022-09-06 13:09:16,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
extrusion_id,EWB23263RCCAB125T,2022-09-06 13:09:36,passed,,Ramp,,Everwin,TI,N199,Baoti,1425.82,1276.73,1248.8,189.15,186.32,pass,2022-09-06 13:04:45,2022-09-06 13:05:15,,,,,,V20220819,LFDG_MEGA3-OQC1_04_IM,,1,8000957790
extrusion_id,EWB23271GF2AB1258,2022-09-06 13:09:37,passed,,Ramp,,Everwin,TI,N199,Baoti,1412.85,1267.44,1090.36,183.53,180.93,pass,2022-09-06 13:04:45,2022-09-06 13:05:15,,,,,,V20220819,LFDG_MEGA3-OQC1_04_IM,,2,8000957790
wip_id,F9F2375028C1Y82AH,2022-09-06 13:09:45,passed,,Ramp,,Everwin,TI,N199,Baoti,1208.61,985.92,974.55,190.67,189.42,pass,2022-09-06 13:03:44,2022-09-06 13:04:14,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F23750B191Y82AY,2022-09-06 13:09:45,passed,,Ramp,,Everwin,TI,N199,Baoti,1371.88,1096.89,994.96,193.97,182.81,pass,2022-09-06 13:03:44,2022-09-06 13:04:14,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F237500B11Y82AM,2022-09-06 13:09:57,passed,,Ramp,,Everwin,TI,N199,Baoti,1493.71,1029.38,980.98,180.86,175.42,pass,2022-09-06 13:04:43,2022-09-06 13:05:13,,,,,,V20220819,LFDG_MEGA3-OQC1_05_IM,,1,8000957790
wip_id,F9F237508UB1Y82AL,2022-09-06 13:09:58,passed,,Ramp,,Everwin,TI,N199,Baoti,1498.61,1249.88,1199.32,186.67,170.68,pass,2022-09-06 13:04:43,2022-09-06 13:05:13,,,,,,V20220819,LFDG_MEGA3-OQC1_05_IM,,2,8000957790
wip_id,F9F23750C0K1Y82AQ,2022-09-06 13:09:58,passed,,Ramp,,Everwin,TI,N199,Baoti,1359.09,1266.68,1187.38,177.08,189.08,pass,2022-09-06 13:09:21,2022-09-06 13:09:51,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F23750B6G1Y82AA,2022-09-06 13:09:59,passed,,Ramp,,Everwin,TI,N199,Baoti,1581.65,1245.97,974.14,174.75,188.36,pass,2022-09-06 13:09:21,2022-09-06 13:09:51,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F2375021L1Y82AW,2022-09-06 13:10:18,passed,,Ramp,,Everwin,TI,N199,Baoti,1246.33,1170.97,1178.37,190.72,191.16,pass,2022-09-06 13:04:17,2022-09-06 13:04:47,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F237501PJ1Y82A1,2022-09-06 13:10:19,passed,,Ramp,,Everwin,TI,N199,Baoti,1357.87,1127.95,1032.35,194.2,184.51,pass,2022-09-06 13:04:17,2022-09-06 13:04:47,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F237506EN1Y82AK,2022-09-06 13:10:32,passed,,Ramp,,Everwin,TI,N199,Baoti,1353.85,1075.27,1035.87,181.35,176.81,pass,2022-09-06 13:05:18,2022-09-06 13:05:48,,,,,,V20220819,LFDG_MEGA3-OQC1_05_IM,,1,8000957790
wip_id,F9F23740EZF1Y82AW,2022-09-06 13:10:32,passed,,Ramp,,Everwin,TI,N199,Baoti,1491.72,1281.06,1165.28,186.73,171.53,pass,2022-09-06 13:05:18,2022-09-06 13:05:48,,,,,,V20220819,LFDG_MEGA3-OQC1_05_IM,,2,8000957790
wip_id,F9F23740EYN1Y82AS,2022-09-06 13:10:33,passed,,Ramp,,Everwin,TI,N199,Baoti,1355.78,1258.94,1180.82,193.11,188.9,pass,2022-09-06 13:09:55,2022-09-06 13:10:25,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F23740EYX1Y82AH,2022-09-06 13:10:33,passed,,Ramp,,Everwin,TI,N199,Baoti,1548.76,1203.43,979.7,171.18,188.26,pass,2022-09-06 13:09:55,2022-09-06 13:10:25,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F237503XW1Y82AX,2022-09-06 13:10:52,passed,,Ramp,,Everwin,TI,N199,Baoti,1267.02,1032.39,1143.95,190.36,188.53,pass,2022-09-06 13:04:51,2022-09-06 13:05:21,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F2375089P1Y82AX,2022-09-06 13:10:52,passed,,Ramp,,Everwin,TI,N199,Baoti,1325.54,1105.22,1011.78,194.17,182.96,pass,2022-09-06 13:04:51,2022-09-06 13:05:21,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
extrusion_id,EWB233400N2AA1257,2022-09-06 13:11:07,passed,,Ramp,,Everwin,TI,N199,Baoti,1498.67,1254.73,1221.55,180.99,175.05,pass,2022-09-06 13:05:52,2022-09-06 13:06:22,,,,,,V20220819,LFDG_MEGA3-OQC1_05_IM,,1,8000957790
wip_id,F9F237503MP1Y82A0,2022-09-06 13:11:07,passed,,Ramp,,Everwin,TI,N199,Baoti,1646.55,1272.06,1194.22,185.88,170.63,pass,2022-09-06 13:05:52,2022-09-06 13:06:22,,,,,,V20220819,LFDG_MEGA3-OQC1_05_IM,,2,8000957790
wip_id,F9F23740DUL1Y82A7,2022-09-06 13:11:07,passed,,Ramp,,Everwin,TI,N199,Baoti,1347.44,1247.25,1197.1,190.37,187.54,pass,2022-09-06 13:10:30,2022-09-06 13:11:00,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F23740DWS1Y82AV,2022-09-06 13:11:08,passed,,Ramp,,Everwin,TI,N199,Baoti,1547.24,1205.82,1018.32,171.48,187.82,pass,2022-09-06 13:10:30,2022-09-06 13:11:00,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F237504BN1Y82AW,2022-09-06 13:11:26,passed,,Ramp,,Everwin,TI,N199,Baoti,1279.17,1154.31,1178.4,189.38,188.27,pass,2022-09-06 13:05:24,2022-09-06 13:05:54,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F237501T71Y82A0,2022-09-06 13:11:26,passed,,Ramp,,Everwin,TI,N199,Baoti,1296.09,1043.52,949.81,193.91,181.9,pass,2022-09-06 13:05:24,2022-09-06 13:05:54,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F237501FR1Y82AJ,2022-09-06 13:11:41,passed,,Ramp,,Everwin,TI,N199,Baoti,1371.79,1150.91,1121.62,181.82,175.61,pass,2022-09-06 13:06:27,2022-09-06 13:06:57,,,,,,V20220819,LFDG_MEGA3-OQC1_05_IM,,1,8000957790
wip_id,F9F237502MS1Y82AY,2022-09-06 13:11:41,passed,,Ramp,,Everwin,TI,N199,Baoti,1394.12,1164.13,1077.45,186.31,172.47,pass,2022-09-06 13:06:27,2022-09-06 13:06:57,,,,,,V20220819,LFDG_MEGA3-OQC1_05_IM,,2,8000957790
wip_id,F9F237507011Y82AD,2022-09-06 13:11:42,passed,,Ramp,,Everwin,TI,N199,Baoti,1293.21,1183.17,1159.25,192.53,189.01,pass,2022-09-06 13:11:04,2022-09-06 13:11:34,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F23740EPN1Y82AK,2022-09-06 13:11:42,passed,,Ramp,,Everwin,TI,N199,Baoti,1561.74,1245.17,971.74,176.04,188.38,pass,2022-09-06 13:11:04,2022-09-06 13:11:34,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F237502431Y82A4,2022-09-06 13:11:59,passed,,Ramp,,Everwin,TI,N199,Baoti,1305.57,1166.69,1165.66,189.26,187.01,pass,2022-09-06 13:05:57,2022-09-06 13:06:27,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F237501YU1Y82AY,2022-09-06 13:11:59,passed,,Ramp,,Everwin,TI,N199,Baoti,1325.84,1064.55,974.67,193.5,183.46,pass,2022-09-06 13:05:57,2022-09-06 13:06:27,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F2375004D1Y82AW,2022-09-06 13:12:16,passed,,Ramp,,Everwin,TI,N199,Baoti,1384.37,1085.75,1024.74,180.97,173.49,pass,2022-09-06 13:07:01,2022-09-06 13:07:31,,,,,,V20220819,LFDG_MEGA3-OQC1_05_IM,,1,8000957790
wip_id,F9F237502LL1Y82A7,2022-09-06 13:12:16,passed,,Ramp,,Everwin,TI,N199,Baoti,1474.5,1196.4,1158.37,186.26,170.41,pass,2022-09-06 13:07:01,2022-09-06 13:07:31,,,,,,V20220819,LFDG_MEGA3-OQC1_05_IM,,2,8000957790
wip_id,F9F237506YH1Y82A4,2022-09-06 13:12:17,passed,,Ramp,,Everwin,TI,N199,Baoti,1427.56,1195.35,1145.98,188.18,181.19,pass,2022-09-06 13:07:25,2022-09-06 13:07:55,,,,,,V20220819,LFDG_MEGA3-OQC1_04_IM,,1,8000957790
extrusion_id,EWB23330EB5AB125P,2022-09-06 13:12:17,passed,,Ramp,,Everwin,TI,N199,Baoti,1426.85,1286.69,1116.97,187.29,177.4,pass,2022-09-06 13:07:25,2022-09-06 13:07:55,,,,,,V20220819,LFDG_MEGA3-OQC1_04_IM,,2,8000957790
wip_id,F9F23740ENR1Y82AK,2022-09-06 13:12:18,passed,,Ramp,,Everwin,TI,N199,Baoti,1326.23,1236.6,1182.94,196.22,189.63,pass,2022-09-06 13:11:40,2022-09-06 13:12:10,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F23740DR21Y82A0,2022-09-06 13:12:18,passed,,Ramp,,Everwin,TI,N199,Baoti,1497.36,1338.9,1141.82,177.91,189.58,pass,2022-09-06 13:11:40,2022-09-06 13:12:10,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F237501W21Y82AW,2022-09-06 13:12:32,passed,,Ramp,,Everwin,TI,N199,Baoti,1235.64,1146.7,1164.94,189.39,187.78,pass,2022-09-06 13:06:31,2022-09-06 13:07:01,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
wip_id,F9F237501XL1Y82A9,2022-09-06 13:12:33,passed,,Ramp,,Everwin,TI,N199,Baoti,1326.75,1064.95,965.43,193.72,183.04,pass,2022-09-06 13:06:31,2022-09-06 13:07:01,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,2,8000957790
wip_id,F9F237504QA1Y82A3,2022-09-06 13:12:51,passed,,Ramp,,Everwin,TI,N199,Baoti,1429.91,1283.32,1253.42,188.83,186.33,pass,2022-09-06 13:07:59,2022-09-06 13:08:29,,,,,,V20220819,LFDG_MEGA3-OQC1_04_IM,,1,8000957790
wip_id,F9F2375071J1Y82AT,2022-09-06 13:12:51,passed,,Ramp,,Everwin,TI,N199,Baoti,1412.87,1285.24,1222.48,181.99,180.6,pass,2022-09-06 13:07:59,2022-09-06 13:08:29,,,,,,V20220819,LFDG_MEGA3-OQC1_04_IM,,2,8000957790
wip_id,F9F23740DY21Y82AD,2022-09-06 13:12:52,passed,,Ramp,,Everwin,TI,N199,Baoti,1321.18,1222.6,1167.84,191.75,189.41,pass,2022-09-06 13:12:15,2022-09-06 13:12:45,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,1,8000957790
wip_id,F9F237508041Y82A9,2022-09-06 13:12:53,passed,,Ramp,,Everwin,TI,N199,Baoti,1522.21,1183.58,994.58,170.82,188.97,pass,2022-09-06 13:12:15,2022-09-06 13:12:45,,,,,,V20220819,LFDG_MEGA3-OQC1_02_IM,,2,8000957790
wip_id,F9F237502HB1Y82AR,2022-09-06 13:13:06,passed,,Ramp,,Everwin,TI,N199,Baoti,1195.37,1063.08,1079.2,189.0,186.61,pass,2022-09-06 13:07:04,2022-09-06 13:07:34,,,,,,V20220819,LFDG_MEGA3-OQC1_06_IM,,1,8000957790
