root_serial_type,root_serial,local_time,result,defects,configs.Build,configs.Forging_vendor,configs.Material,configs.Project_Code,configs.Raw_material_vendor,2d-bc-le.items.station_id
wip_id,F9F237305481Y82AY,2022-09-06 09:09:32,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-007
wip_id,F9F237305491Y82AX,2022-09-06 09:09:33,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-002
wip_id,F9F2373054B1Y82AV,2022-09-06 09:09:33,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-005
wip_id,F9F2373054A1Y82AW,2022-09-06 09:09:33,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-003
wip_id,F9F2373054C1Y82AU,2022-09-06 09:09:43,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-010
wip_id,F9F2373054D1Y82AT,2022-09-06 09:09:44,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F2373054E1Y82AS,2022-09-06 09:09:47,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-008
wip_id,F9F2373054F1Y82AR,2022-09-06 09:09:47,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-003
wip_id,F9F2373054H1Y82AP,2022-09-06 09:09:50,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-005
wip_id,F9F2373054G1Y82AQ,2022-09-06 09:09:50,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-002
wip_id,F9F2373054J1Y82AN,2022-09-06 09:09:54,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-007
wip_id,F9F2373054K1Y82AM,2022-09-06 09:09:57,passed,,Ramp,Herchang,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-010
wip_id,F9F2373054L1Y82AL,2022-09-06 09:10:01,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F2373054M1Y82AK,2022-09-06 09:10:03,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-008
wip_id,F9F2373054N1Y82AJ,2022-09-06 09:10:03,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-002
wip_id,F9F2373054P1Y82AH,2022-09-06 09:10:04,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-003
wip_id,F9F2373054Q1Y82AG,2022-09-06 09:10:06,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-005
wip_id,F9F2373054R1Y82AF,2022-09-06 09:10:07,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-007
wip_id,F9F2373054S1Y82AE,2022-09-06 09:10:10,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-010
wip_id,F9F2373054T1Y82AD,2022-09-06 09:10:17,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-002
wip_id,F9F2373054U1Y82AC,2022-09-06 09:10:19,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F2373054V1Y82AB,2022-09-06 09:10:20,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-008
wip_id,F9F2373054W1Y82AA,2022-09-06 09:10:20,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-005
wip_id,F9F2373054X1Y82A9,2022-09-06 09:10:20,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-003
wip_id,F9F2373054Y1Y82A8,2022-09-06 09:10:24,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-007
wip_id,F9F2373054Z1Y82A7,2022-09-06 09:10:25,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-009
wip_id,F9F237305501Y82A3,2022-09-06 09:10:27,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-010
wip_id,F9F237305511Y82A2,2022-09-06 09:10:34,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-008
wip_id,F9F237305531Y82A0,2022-09-06 09:10:34,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-005
wip_id,F9F237305521Y82A1,2022-09-06 09:10:34,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-002
wip_id,F9F237305541Y82AZ,2022-09-06 09:10:34,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F237305551Y82AY,2022-09-06 09:10:37,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-003
wip_id,F9F237305561Y82AX,2022-09-06 09:10:40,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-007
wip_id,F9F237305571Y82AW,2022-09-06 09:10:43,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-009
wip_id,F9F237305581Y82AV,2022-09-06 09:10:43,passed,,Ramp,Herchang,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-010
wip_id,F9F237305591Y82AU,2022-09-06 09:10:47,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-008
wip_id,F9F2373055A1Y82AT,2022-09-06 09:10:48,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F2373055B1Y82AS,2022-09-06 09:10:50,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-005
wip_id,F9F2373055C1Y82AR,2022-09-06 09:10:51,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-002
wip_id,F9F2373055D1Y82AQ,2022-09-06 09:10:51,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-003
wip_id,F9F2373055E1Y82AP,2022-09-06 09:10:57,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-007
wip_id,F9F2373055F1Y82AN,2022-09-06 09:10:59,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-009
wip_id,F9F2373055G1Y82AM,2022-09-06 09:11:00,passed,,Ramp,Herchang,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-010
wip_id,F9F2373055H1Y82AL,2022-09-06 09:11:04,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-008
wip_id,F9F2373055J1Y82AK,2022-09-06 09:11:05,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-003
wip_id,F9F2373055K1Y82AJ,2022-09-06 09:11:06,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F2373055L1Y82AH,2022-09-06 09:11:06,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-005
wip_id,F9F2373055M1Y82AG,2022-09-06 09:11:08,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-002
wip_id,F9F2373055N1Y82AF,2022-09-06 09:11:11,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-007
wip_id,F9F2373055P1Y82AE,2022-09-06 09:11:13,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-010
wip_id,F9F2373055Q1Y82AD,2022-09-06 09:11:16,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-009
wip_id,F9F2373055R1Y82AC,2022-09-06 09:11:20,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-008
wip_id,F9F2373055S1Y82AB,2022-09-06 09:11:21,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-003
wip_id,F9F2373055T1Y82AA,2022-09-06 09:11:21,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-002
wip_id,F9F2373055U1Y82A9,2022-09-06 09:11:23,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F2373055V1Y82A8,2022-09-06 09:11:23,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-005
wip_id,F9F2373055W1Y82A7,2022-09-06 09:11:25,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-007
wip_id,F9F2373055X1Y82A6,2022-09-06 09:11:27,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-010
wip_id,F9F2373055Y1Y82A5,2022-09-06 09:11:30,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-009
wip_id,F9F2373055Z1Y82A4,2022-09-06 09:11:35,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-002
wip_id,F9F237305601Y82A0,2022-09-06 09:11:37,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-008
wip_id,F9F237305611Y82AZ,2022-09-06 09:11:37,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-005
wip_id,F9F237305621Y82AY,2022-09-06 09:11:38,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-003
wip_id,F9F237305631Y82AX,2022-09-06 09:11:40,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F237305641Y82AW,2022-09-06 09:11:42,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-007
wip_id,F9F237305651Y82AV,2022-09-06 09:11:43,passed,,Ramp,Herchang,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-010
wip_id,F9F237305661Y82AU,2022-09-06 09:11:47,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-009
wip_id,F9F237305671Y82AT,2022-09-06 09:11:51,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-005
wip_id,F9F237305681Y82AS,2022-09-06 09:11:51,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-008
wip_id,F9F237305691Y82AR,2022-09-06 09:11:52,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-002
wip_id,F9F2373056A1Y82AQ,2022-09-06 09:11:54,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-003
wip_id,F9F2373056B1Y82AP,2022-09-06 09:11:55,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F2373056C1Y82AN,2022-09-06 09:11:58,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-007
wip_id,F9F2373056D1Y82AM,2022-09-06 09:12:00,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-010
wip_id,F9F2373056E1Y82AL,2022-09-06 09:12:04,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-009
wip_id,F9F2373056F1Y82AK,2022-09-06 09:12:05,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-008
wip_id,F9F2373056G1Y82AJ,2022-09-06 09:12:08,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-003
wip_id,F9F2373056H1Y82AH,2022-09-06 09:12:09,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-002
wip_id,F9F2373056J1Y82AG,2022-09-06 09:12:09,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F2373056K1Y82AF,2022-09-06 09:12:15,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-007
wip_id,F9F2373056L1Y82AE,2022-09-06 09:12:16,passed,,Ramp,Herchang,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-010
wip_id,F9F2373056N1Y82AC,2022-09-06 09:12:21,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-008
wip_id,F9F2373056M1Y82AD,2022-09-06 09:12:21,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-009
wip_id,F9F2373056P1Y82AB,2022-09-06 09:12:22,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-003
wip_id,F9F2373056Q1Y82AA,2022-09-06 09:12:25,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-002
wip_id,F9F2373056R1Y82A9,2022-09-06 09:12:27,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F2373056S1Y82A8,2022-09-06 09:12:29,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-007
wip_id,F9F2373056T1Y82A7,2022-09-06 09:12:30,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-010
wip_id,F9F2373056U1Y82A6,2022-09-06 09:12:38,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-008
wip_id,F9F2373056V1Y82A5,2022-09-06 09:12:38,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-009
wip_id,F9F2373056W1Y82A4,2022-09-06 09:12:39,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-003
wip_id,F9F2373056X1Y82A3,2022-09-06 09:12:39,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-002
wip_id,F9F2373056Y1Y82A2,2022-09-06 09:12:43,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-007
wip_id,F9F2373056Z1Y82A1,2022-09-06 09:12:43,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-010
wip_id,F9F237305701Y82AX,2022-09-06 09:12:44,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F237305711Y82AW,2022-09-06 09:12:52,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-002
wip_id,F9F237305721Y82AV,2022-09-06 09:12:53,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-009
wip_id,F9F237305731Y82AU,2022-09-06 09:12:54,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-008
wip_id,F9F237305741Y82AT,2022-09-06 09:12:55,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-003
wip_id,F9F237305751Y82AS,2022-09-06 09:13:00,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-007
wip_id,F9F237305761Y82AR,2022-09-06 09:13:02,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F237305771Y82AQ,2022-09-06 09:13:08,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-008
wip_id,F9F237305781Y82AP,2022-09-06 09:13:09,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-002
wip_id,F9F237305791Y82AN,2022-09-06 09:13:10,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-009
wip_id,F9F2373057A1Y82AM,2022-09-06 09:13:12,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-003
wip_id,F9F2373057B1Y82AL,2022-09-06 09:13:16,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-007
wip_id,F9F2373057C1Y82AK,2022-09-06 09:13:17,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F2373057D1Y82AJ,2022-09-06 09:13:22,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-008
wip_id,F9F2373057E1Y82AH,2022-09-06 09:13:26,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-003
wip_id,F9F2373057F1Y82AG,2022-09-06 09:13:26,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-002
wip_id,F9F2373057G1Y82AF,2022-09-06 09:13:27,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-009
wip_id,F9F2373057H1Y82AE,2022-09-06 09:13:31,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F2373057J1Y82AD,2022-09-06 09:13:33,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-007
wip_id,F9F2373057K1Y82AC,2022-09-06 09:13:38,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-008
wip_id,F9F2373057L1Y82AB,2022-09-06 09:13:39,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-003
wip_id,F9F2373057M1Y82AA,2022-09-06 09:13:42,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-002
wip_id,F9F2373057N1Y82A9,2022-09-06 09:13:44,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-009
wip_id,F9F2373057P1Y82A8,2022-09-06 09:13:47,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-007
wip_id,F9F2373057Q1Y82A7,2022-09-06 09:13:48,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F2373057R1Y82A6,2022-09-06 09:13:55,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-008
wip_id,F9F2373057S1Y82A5,2022-09-06 09:13:56,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-003
wip_id,F9F2373057T1Y82A4,2022-09-06 09:13:56,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-002
wip_id,F9F2373057U1Y82A3,2022-09-06 09:14:01,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-009
wip_id,F9F2373057V1Y82A2,2022-09-06 09:14:06,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F2373057W1Y82A1,2022-09-06 09:14:07,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-007
wip_id,F9F2373057X1Y82A0,2022-09-06 09:14:09,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-002
wip_id,F9F2373057Y1Y82AZ,2022-09-06 09:14:11,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-008
wip_id,F9F2373057Z1Y82AY,2022-09-06 09:14:12,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-003
wip_id,F9F237305801Y82AU,2022-09-06 09:14:15,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-009
wip_id,F9F237305821Y82AS,2022-09-06 09:14:23,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-007
wip_id,F9F237305811Y82AT,2022-09-06 09:14:23,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F237305831Y82AR,2022-09-06 09:14:25,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-008
wip_id,F9F237305841Y82AQ,2022-09-06 09:14:29,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-003
wip_id,F9F237305851Y82AP,2022-09-06 09:14:32,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-009
wip_id,F9F237305861Y82AN,2022-09-06 09:14:38,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F237305871Y82AM,2022-09-06 09:14:38,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-008
wip_id,F9F237305881Y82AL,2022-09-06 09:14:40,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-007
wip_id,F9F237305891Y82AK,2022-09-06 09:14:43,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-003
wip_id,F9F2373058A1Y82AJ,2022-09-06 09:14:48,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-009
wip_id,F9F2373058B1Y82AH,2022-09-06 09:14:52,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F2373058C1Y82AG,2022-09-06 09:14:54,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-007
wip_id,F9F2373058D1Y82AF,2022-09-06 09:14:55,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-008
wip_id,F9F2373058E1Y82AE,2022-09-06 09:14:57,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-003
wip_id,F9F2373058F1Y82AD,2022-09-06 09:15:05,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-009
wip_id,F9F2373058G1Y82AC,2022-09-06 09:15:08,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-007
wip_id,F9F2373058H1Y82AB,2022-09-06 09:15:11,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-008
wip_id,F9F2373058J1Y82AA,2022-09-06 09:15:21,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-009
wip_id,F9F2373058K1Y82A9,2022-09-06 09:15:28,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-008
wip_id,F9F2373058L1Y82A8,2022-09-06 09:15:35,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-009
wip_id,F9F2373058M1Y82A7,2022-09-06 09:15:41,passed,,Ramp,Everwin,TI,N199,Goldsky,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F2373058N1Y82A6,2022-09-06 09:15:42,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-008
wip_id,F9F2373058P1Y82A5,2022-09-06 09:15:52,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-009
wip_id,F9F2373058Q1Y82A4,2022-09-06 09:15:55,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-008
wip_id,F9F2373058R1Y82A3,2022-09-06 09:15:58,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F2373058S1Y82A2,2022-09-06 09:16:10,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-009
wip_id,F9F2373058T1Y82A1,2022-09-06 09:16:16,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F2373058U1Y82A0,2022-09-06 09:16:27,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-009
wip_id,F9F2373058V1Y82AZ,2022-09-06 09:16:31,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F2373058W1Y82AY,2022-09-06 09:16:44,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-009
wip_id,F9F2373058X1Y82AX,2022-09-06 09:16:45,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F2373058Y1Y82AW,2022-09-06 09:16:58,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-009
wip_id,F9F2373058Z1Y82AV,2022-09-06 09:17:03,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F237305901Y82AR,2022-09-06 09:17:20,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F237305911Y82AQ,2022-09-06 09:17:28,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-002
wip_id,F9F237305921Y82AP,2022-09-06 09:17:32,passed,,Ramp,Herchang,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-010
wip_id,F9F237305931Y82AN,2022-09-06 09:17:38,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F237305941Y82AM,2022-09-06 09:17:44,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-002
wip_id,F9F237305951Y82AL,2022-09-06 09:17:48,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-010
wip_id,F9F237305961Y82AK,2022-09-06 09:17:53,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-004
wip_id,F9F237305971Y82AJ,2022-09-06 09:18:01,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-002
wip_id,F9F237305981Y82AH,2022-09-06 09:18:02,passed,,Ramp,Everwin,TI,N199,KRS,LFDG_MEGA3_2D-BC-LE_1-010
wip_id,F9F237305991Y82AG,2022-09-06 09:18:02,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-007
wip_id,F9F2373059A1Y82AF,2022-09-06 09:18:07,passed,,Ramp,Everwin,TI,N199,Baoti,LFDG_MEGA3_2D-BC-LE_1-004
