root_serial_type,root_serial,local_time,result,defects,configs.Bin,configs.Build,configs.DOE,configs.Forging_vendor,configs.Material,configs.Project_Code,configs.Raw_material_vendor,color.Color_A_Star_Volcano,color.Color_B_Star_Volcano,color.Color_L_Star_Volcano,color.insight.test_attributes.test_result,color.insight.test_attributes.unit_serial_number,color.insight.test_attributes.uut_start,color.insight.test_attributes.uut_stop,color.insight.test_station_attributes.fixture_id,color.insight.test_station_attributes.head_id,color.insight.test_station_attributes.line_id,color.insight.test_station_attributes.machine_id,color.insight.test_station_attributes.software_name,color.insight.test_station_attributes.software_version,color.insight.test_station_attributes.station_id,color.insight.uut_attributes.Dot_SN,color.insight.uut_attributes.Trace_SN,color.insight.uut_attributes.bin,color.properties.Bin
wip_id,F9F23540AAB1Y82AB,2022-09-06 10:51:55,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.584,6.408,65.968,pass,F9F23540AAB1Y82AB,2022-09-06 10:51:22,2022-09-06 10:51:55,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23540AAB1Y82AB,BinA,BinA
wip_id,F9F230608341Y82AL,2022-09-06 10:51:55,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.578,6.293,67.213,pass,F9F230608341Y82AL,2022-09-06 10:51:22,2022-09-06 10:51:55,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F230608341Y82AL,BinA,BinA
wip_id,F9F234608JA1Y82AR,2022-09-06 08:00:14,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.936,6.322,67.744,pass,F9F234608JA1Y82AR,2022-09-06 07:59:04,2022-09-06 08:00:14,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F234608JA1Y82AR,BinA,BinA
wip_id,F9F235300YK1Y82AG,2022-09-06 08:00:14,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.932,6.27,66.962,pass,F9F235300YK1Y82AG,2022-09-06 07:59:04,2022-09-06 08:00:14,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F235300YK1Y82AG,BinA,BinA
wip_id,F9F231509NZ1Y82AZ,2022-09-06 08:00:14,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.968,6.452,66.437,pass,F9F231509NZ1Y82AZ,2022-09-06 07:59:04,2022-09-06 08:00:14,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F231509NZ1Y82AZ,BinA,BinA
wip_id,F9F233408GR1Y82AM,2022-09-07 07:14:40,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.556,6.286,67.636,pass,F9F233408GR1Y82AM,2022-09-07 07:14:02,2022-09-07 07:14:40,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F233408GR1Y82AM,BinA,BinA
wip_id,F9F235204NH1Y82AB,2022-09-06 08:00:14,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.936,6.316,66.343,pass,F9F235204NH1Y82AB,2022-09-06 07:59:04,2022-09-06 08:00:14,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F235204NH1Y82AB,BinA,BinA
wip_id,F9F23430A8F1Y82AH,2022-09-06 10:26:56,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.588,6.69,67.375,pass,F9F23430A8F1Y82AH,2022-09-06 10:26:21,2022-09-06 10:26:56,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23430A8F1Y82AH,BinA,BinA
wip_id,F9F23350KAB1Y82A7,2022-09-06 08:00:31,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.535,6.611,67.555,pass,F9F23350KAB1Y82A7,2022-09-06 07:59:54,2022-09-06 08:00:31,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23350KAB1Y82A7,BinA,BinA
wip_id,F9F235600B11Y82AS,2022-09-06 08:00:31,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.579,6.588,68.1,pass,F9F235600B11Y82AS,2022-09-06 07:59:54,2022-09-06 08:00:31,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F235600B11Y82AS,BinA,BinA
wip_id,F9F235408L31Y82AR,2022-09-06 08:00:31,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.543,6.236,67.821,pass,F9F235408L31Y82AR,2022-09-06 07:59:54,2022-09-06 08:00:31,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F235408L31Y82AR,BinA,BinA
wip_id,F9F23530FNE1Y82A2,2022-09-06 08:00:31,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.591,6.648,67.495,pass,F9F23530FNE1Y82A2,2022-09-06 07:59:54,2022-09-06 08:00:31,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23530FNE1Y82A2,BinA,BinA
wip_id,F9F23530D6D1Y82AK,2022-09-06 08:00:31,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.534,6.326,67.382,pass,F9F23530D6D1Y82AK,2022-09-06 07:59:54,2022-09-06 08:00:31,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23530D6D1Y82AK,BinA,BinA
wip_id,F9F235307AD1Y82AD,2022-09-06 08:00:31,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.545,6.294,68.294,pass,F9F235307AD1Y82AD,2022-09-06 07:59:54,2022-09-06 08:00:31,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F235307AD1Y82AD,BinA,BinA
wip_id,F9F23540CNF1Y82A3,2022-09-06 08:00:47,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.922,6.273,68.153,pass,F9F23540CNF1Y82A3,2022-09-06 08:00:14,2022-09-06 08:00:47,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23540CNF1Y82A3,BinA,BinA
wip_id,F9F23130F5V1Y82AG,2022-09-06 10:51:55,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.576,6.228,67.307,pass,F9F23130F5V1Y82AG,2022-09-06 10:51:22,2022-09-06 10:51:55,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23130F5V1Y82AG,BinA,BinA
wip_id,F9F23040B3K1Y82A4,2022-09-06 08:00:47,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.936,6.317,67.103,pass,F9F23040B3K1Y82A4,2022-09-06 08:00:14,2022-09-06 08:00:47,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23040B3K1Y82A4,BinA,BinA
wip_id,F9F233409391Y82A7,2022-09-06 08:00:47,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.934,6.33,68.316,pass,F9F233409391Y82A7,2022-09-06 08:00:14,2022-09-06 08:00:47,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F233409391Y82A7,BinA,BinA
wip_id,F9F23450G7Q1Y82A3,2022-09-06 08:00:47,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.938,6.226,67.139,pass,F9F23450G7Q1Y82A3,2022-09-06 08:00:14,2022-09-06 08:00:47,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23450G7Q1Y82A3,BinA,BinA
wip_id,F9F23550AV91Y82AP,2022-09-06 08:00:47,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.946,6.255,65.636,pass,F9F23550AV91Y82AP,2022-09-06 08:00:14,2022-09-06 08:00:47,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23550AV91Y82AP,BinA,BinA
wip_id,F9F23550HKZ1Y82AN,2022-09-06 08:00:47,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.934,6.618,67.544,pass,F9F23550HKZ1Y82AN,2022-09-06 08:00:14,2022-09-06 08:00:47,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23550HKZ1Y82AN,BinA,BinA
wip_id,F9F2355074V1Y82AD,2022-09-06 08:01:04,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.504,6.344,68.335,pass,F9F2355074V1Y82AD,2022-09-06 08:00:31,2022-09-06 08:01:04,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F2355074V1Y82AD,BinA,BinA
wip_id,F9F234702RP1Y82AW,2022-09-06 08:01:04,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.542,6.336,67.508,pass,F9F234702RP1Y82AW,2022-09-06 08:00:31,2022-09-06 08:01:04,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F234702RP1Y82AW,BinA,BinA
wip_id,F9F23530A601Y82A1,2022-09-06 08:01:04,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.554,6.557,67.866,pass,F9F23530A601Y82A1,2022-09-06 08:00:31,2022-09-06 08:01:04,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23530A601Y82A1,BinA,BinA
wip_id,F9F23520AYN1Y82A4,2022-09-06 08:01:04,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.602,6.585,65.899,pass,F9F23520AYN1Y82A4,2022-09-06 08:00:31,2022-09-06 08:01:04,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23520AYN1Y82A4,BinA,BinA
wip_id,F9F229103CV1Y82AL,2022-09-06 08:01:04,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.584,6.542,67.404,pass,F9F229103CV1Y82AL,2022-09-06 08:00:31,2022-09-06 08:01:04,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F229103CV1Y82AL,BinA,BinA
wip_id,F9F235309AK1Y82A5,2022-09-06 08:01:04,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.536,6.531,67.535,pass,F9F235309AK1Y82A5,2022-09-06 08:00:31,2022-09-06 08:01:04,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F235309AK1Y82A5,BinA,BinA
wip_id,F9F23520HG31Y82AW,2022-09-06 08:01:04,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.592,6.675,66.444,pass,F9F23520HG31Y82AW,2022-09-06 08:00:31,2022-09-06 08:01:04,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23520HG31Y82AW,BinA,BinA
wip_id,F9F235407PB1Y82A9,2022-09-06 08:01:21,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.929,6.231,68.023,pass,F9F235407PB1Y82A9,2022-09-06 08:00:47,2022-09-06 08:01:21,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F235407PB1Y82A9,BinA,BinA
wip_id,F9F2327059W1Y82A6,2022-09-06 10:52:10,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.945,6.202,66.92,pass,F9F2327059W1Y82A6,2022-09-06 10:51:38,2022-09-06 10:52:10,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F2327059W1Y82A6,BinA,BinA
wip_id,F9F2342023S1Y82AW,2022-09-06 08:01:21,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.926,6.382,67.47,pass,F9F2342023S1Y82AW,2022-09-06 08:00:47,2022-09-06 08:01:21,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F2342023S1Y82AW,BinA,BinA
wip_id,F9F233202TD1Y82A8,2022-09-06 08:01:21,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.933,6.26,68.51,pass,F9F233202TD1Y82A8,2022-09-06 08:00:47,2022-09-06 08:01:21,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F233202TD1Y82A8,BinA,BinA
wip_id,F9F2336063Y1Y82AK,2022-09-06 10:52:10,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.95,6.293,67.374,pass,F9F2336063Y1Y82AK,2022-09-06 10:51:38,2022-09-06 10:52:10,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F2336063Y1Y82AK,BinA,BinA
wip_id,F9F23560A7D1Y82AG,2022-09-06 08:01:21,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.918,6.348,67.716,pass,F9F23560A7D1Y82AG,2022-09-06 08:00:47,2022-09-06 08:01:21,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23560A7D1Y82AG,BinA,BinA
wip_id,F9F235507B21Y82AK,2022-09-06 08:01:21,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.957,6.28,66.47,pass,F9F235507B21Y82AK,2022-09-06 08:00:47,2022-09-06 08:01:21,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F235507B21Y82AK,BinA,BinA
wip_id,F9F2354057N1Y82AE,2022-09-18 16:35:14,passed,,BinO,Ramp,,Everwin,TI,N199,Baoti,0.616,6.996,64.651,pass,F9F2354057N1Y82AE,2022-09-18 16:34:58,2022-09-18 16:35:14,,,,,,,LFDG_1D2F-OQC1_01_COLOR,DotCode2,F9F2354057N1Y82AE,BinO,BinO
wip_id,F9F235500ED1Y82A6,2022-09-06 08:01:38,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.567,6.57,68.306,pass,F9F235500ED1Y82A6,2022-09-06 08:01:05,2022-09-06 08:01:38,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F235500ED1Y82A6,BinA,BinA
wip_id,F9F23550D8Q1Y82A0,2022-09-06 10:26:37,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.951,6.459,68.276,pass,F9F23550D8Q1Y82A0,2022-09-06 10:26:04,2022-09-06 10:26:37,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23550D8Q1Y82A0,BinA,BinA
wip_id,F9F235400PH1Y82AA,2022-09-06 08:01:38,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.584,6.627,67.603,pass,F9F235400PH1Y82AA,2022-09-06 08:01:05,2022-09-06 08:01:38,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F235400PH1Y82AA,BinA,BinA
wip_id,F9F23460C8T1Y82A0,2022-09-06 10:51:55,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.572,6.335,67.166,pass,F9F23460C8T1Y82A0,2022-09-06 10:51:22,2022-09-06 10:51:55,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23460C8T1Y82A0,BinA,BinA
wip_id,F9F233201M61Y82A0,2022-09-06 08:01:38,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.584,6.474,66.087,pass,F9F233201M61Y82A0,2022-09-06 08:01:05,2022-09-06 08:01:38,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F233201M61Y82A0,BinA,BinA
wip_id,F9F23460ACK1Y82AY,2022-09-06 08:01:38,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.554,6.327,67.664,pass,F9F23460ACK1Y82AY,2022-09-06 08:01:05,2022-09-06 08:01:38,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23460ACK1Y82AY,BinA,BinA
wip_id,F9F23460BEW1Y82AE,2022-09-06 08:01:55,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.93,6.278,67.312,pass,F9F23460BEW1Y82AE,2022-09-06 08:01:21,2022-09-06 08:01:55,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23460BEW1Y82AE,BinA,BinA
wip_id,F9F23470D1F1Y82AX,2022-09-06 08:01:55,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.938,6.314,68.732,pass,F9F23470D1F1Y82AX,2022-09-06 08:01:21,2022-09-06 08:01:55,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23470D1F1Y82AX,BinA,BinA
wip_id,F9F23530DSL1Y82AL,2022-09-06 08:01:55,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.962,6.449,66.923,pass,F9F23530DSL1Y82AL,2022-09-06 08:01:21,2022-09-06 08:01:55,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23530DSL1Y82AL,BinA,BinA
wip_id,F9F2342074V1Y82AK,2022-09-06 08:01:55,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.948,6.679,68.512,pass,F9F2342074V1Y82AK,2022-09-06 08:01:21,2022-09-06 08:01:55,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F2342074V1Y82AK,BinA,BinA
wip_id,F9F23550B3C1Y82AV,2022-09-06 08:01:55,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.902,6.312,68.539,pass,F9F23550B3C1Y82AV,2022-09-06 08:01:21,2022-09-06 08:01:55,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23550B3C1Y82AV,BinA,BinA
wip_id,F9F235508G81Y82AX,2022-09-06 08:01:55,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.906,6.328,68,pass,F9F235508G81Y82AX,2022-09-06 08:01:21,2022-09-06 08:01:55,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F235508G81Y82AX,BinA,BinA
wip_id,F9F232507EF1Y82A6,2022-09-06 10:52:10,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.976,6.249,66.236,pass,F9F232507EF1Y82A6,2022-09-06 10:51:38,2022-09-06 10:52:10,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F232507EF1Y82A6,BinA,BinA
wip_id,F9F229503B61Y82A8,2022-09-06 08:02:11,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.564,6.428,65.97,pass,F9F229503B61Y82A8,2022-09-06 08:01:38,2022-09-06 08:02:11,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F229503B61Y82A8,BinA,BinA
wip_id,F9F235403VE1Y82AS,2022-09-06 08:02:11,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.564,6.39,66.741,pass,F9F235403VE1Y82AS,2022-09-06 08:01:38,2022-09-06 08:02:11,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F235403VE1Y82AS,BinA,BinA
wip_id,F9F2356022C1Y82A6,2022-09-06 08:02:11,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.573,6.422,67.506,pass,F9F2356022C1Y82A6,2022-09-06 08:01:38,2022-09-06 08:02:11,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F2356022C1Y82A6,BinA,BinA
wip_id,F9F235305FW1Y82AH,2022-09-06 08:02:11,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.574,6.545,67.76,pass,F9F235305FW1Y82AH,2022-09-06 08:01:38,2022-09-06 08:02:11,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F235305FW1Y82AH,BinA,BinA
wip_id,F9F2355045M1Y82AM,2022-09-06 10:26:37,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.946,6.527,66.846,pass,F9F2355045M1Y82AM,2022-09-06 10:26:04,2022-09-06 10:26:37,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F2355045M1Y82AM,BinA,BinA
wip_id,F9F23550DSD1Y82AR,2022-09-06 08:02:11,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.562,6.628,66.642,pass,F9F23550DSD1Y82AR,2022-09-06 08:01:38,2022-09-06 08:02:11,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23550DSD1Y82AR,BinA,BinA
wip_id,F9F235506Z91Y82AF,2022-09-06 08:02:11,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.56,6.466,66.266,pass,F9F235506Z91Y82AF,2022-09-06 08:01:38,2022-09-06 08:02:11,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F235506Z91Y82AF,BinA,BinA
wip_id,F9F2344096T1Y82AB,2022-09-06 08:04:05,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.55,6.411,66.243,pass,F9F2344096T1Y82AB,2022-09-06 08:03:12,2022-09-06 08:04:05,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F2344096T1Y82AB,BinA,BinA
wip_id,F9F234407TK1Y82AS,2022-09-06 08:04:39,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.534,6.51,67.086,pass,F9F234407TK1Y82AS,2022-09-06 08:04:06,2022-09-06 08:04:39,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F234407TK1Y82AS,BinA,BinA
wip_id,F9F235706NJ1Y82A3,2022-09-06 08:05:12,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.555,6.679,67.048,pass,F9F235706NJ1Y82A3,2022-09-06 08:04:39,2022-09-06 08:05:12,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F235706NJ1Y82A3,BinA,BinA
wip_id,F9F235402V71Y82A0,2022-09-06 08:05:29,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.926,6.379,67.215,pass,F9F235402V71Y82A0,2022-09-06 08:04:56,2022-09-06 08:05:29,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F235402V71Y82A0,BinA,BinA
wip_id,F9F235503VW1Y82A9,2022-09-18 15:37:01,passed,,BinO,Ramp,,Everwin,TI,N199,Baoti,1.079,6.829,64.813,pass,F9F235503VW1Y82A9,2022-09-18 15:36:26,2022-09-18 15:37:01,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F235503VW1Y82A9,BinO,BinO
wip_id,F9F235604H11Y82A4,2022-09-06 08:06:36,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.893,6.278,67.502,pass,F9F235604H11Y82A4,2022-09-06 08:06:01,2022-09-06 08:06:36,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F235604H11Y82A4,BinA,BinA
wip_id,F9F234400LA1Y82AV,2022-09-06 10:42:56,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.944,6.328,65.744,pass,F9F234400LA1Y82AV,2022-09-06 10:42:24,2022-09-06 10:42:56,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F234400LA1Y82AV,BinA,BinA
wip_id,F9F23550AP51Y82AB,2022-09-06 08:07:58,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.556,6.52,67.847,pass,F9F23550AP51Y82AB,2022-09-06 08:07:25,2022-09-06 08:07:58,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23550AP51Y82AB,BinA,BinA
wip_id,F9F23470DMA1Y82AA,2022-09-06 08:08:15,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.915,6.212,66.504,pass,F9F23470DMA1Y82AA,2022-09-06 08:07:41,2022-09-06 08:08:15,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23470DMA1Y82AA,BinA,BinA
wip_id,F9F234407MZ1Y82AW,2022-09-06 08:08:15,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.924,6.287,66.682,pass,F9F234407MZ1Y82AW,2022-09-06 08:07:41,2022-09-06 08:08:15,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F234407MZ1Y82AW,BinA,BinA
wip_id,F9F234200N11Y82A0,2022-09-06 08:08:48,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.92,6.267,68.612,pass,F9F234200N11Y82A0,2022-09-06 08:08:15,2022-09-06 08:08:48,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F234200N11Y82A0,BinA,BinA
wip_id,F9F234409SL1Y82AS,2022-09-06 10:26:57,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.582,6.68,67.28,pass,F9F234409SL1Y82AS,2022-09-06 10:26:21,2022-09-06 10:26:56,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F234409SL1Y82AS,BinA,BinA
wip_id,F9F23460B301Y82A9,2022-09-06 08:10:56,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.585,6.641,66.688,pass,F9F23460B301Y82A9,2022-09-06 08:10:18,2022-09-06 08:10:56,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23460B301Y82A9,BinA,BinA
wip_id,F9F227301561Y82A2,2022-09-06 11:10:56,passed,,BinA,Ramp,,Herchang,TI,N199,Baoti,0.588,6.306,65.954,pass,F9F227301561Y82A2,2022-09-06 11:10:19,2022-09-06 11:10:56,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F227301561Y82A2,BinA,BinA
wip_id,F9F23530H441Y82AW,2022-09-06 08:14:14,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.58,6.541,66.911,pass,F9F23530H441Y82AW,2022-09-06 08:13:40,2022-09-06 08:14:14,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23530H441Y82AW,BinA,BinA
wip_id,F9F23460B4F1Y82AR,2022-09-18 17:08:21,passed,,BinB,Ramp,,Everwin,TI,N199,Baoti,0.616,7.346,66.964,pass,F9F23460B4F1Y82AR,2022-09-18 17:08:06,2022-09-18 17:08:21,,,,,,,LFDG_1D2F-OQC1_01_COLOR,DotCode2,F9F23460B4F1Y82AR,BinB,BinB
wip_id,F9F234702SZ1Y82AH,2022-09-06 11:15:15,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.987,6.674,66.125,pass,F9F234702SZ1Y82AH,2022-09-06 11:14:40,2022-09-06 11:15:15,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F234702SZ1Y82AH,BinA,BinA
wip_id,F9F23460GH01Y82AW,2022-09-06 10:26:37,passed,,BinO,Ramp,,Everwin,TI,N199,KRS,1.05,6.918,64.807,pass,F9F23460GH01Y82AW,2022-09-06 10:26:04,2022-09-06 10:26:37,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23460GH01Y82AW,BinO,BinO
wip_id,F9F234609U31Y82A1,2022-09-06 11:10:56,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.579,6.28,66.941,pass,F9F234609U31Y82A1,2022-09-06 11:10:19,2022-09-06 11:10:56,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F234609U31Y82A1,BinA,BinA
wip_id,F9F234707FY1Y82AC,2022-09-06 10:46:48,passed,,BinA,Ramp,,Everwin,TI,N199,Baoti,0.55,6.222,67.398,pass,F9F234707FY1Y82AC,2022-09-06 10:46:15,2022-09-06 10:46:48,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F234707FY1Y82AC,BinA,BinA
wip_id,F9F234703GH1Y82AU,2022-09-06 10:46:48,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.545,6.369,66.898,pass,F9F234703GH1Y82AU,2022-09-06 10:46:15,2022-09-06 10:46:48,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F234703GH1Y82AU,BinA,BinA
wip_id,F9F23460F421Y82A0,2022-09-06 08:17:50,passed,,BinA,Ramp,,Everwin,TI,N199,KRS,0.944,6.313,65.971,pass,F9F23460F421Y82A0,2022-09-06 08:17:18,2022-09-06 08:17:50,,,,,,,LFDG_1D2F-OQC1_02_COLOR,DotCode2,F9F23460F421Y82A0,BinA,BinA
