root_serial_type,root_serial,local_time,result,defects,configs.Build,configs.Forging_vendor,configs.Material,configs.Project_Code,configs.Raw_material_vendor,ano.insight.test_attributes.test_result,ano.insight.test_attributes.uut_start,ano.insight.test_attributes.uut_stop,ano.insight.test_station_attributes.software_name,ano.insight.test_station_attributes.software_version,ano.insight.test_station_attributes.station_id,ano.insight.uut_attributes.ano_tank_id,ano.insight.uut_attributes.cp_tank_id,ano.insight.uut_attributes.dye_tank_id,ano.insight.uut_attributes.fly_bar_id,ano.insight.uut_attributes.fly_bar_locX,ano.insight.uut_attributes.fly_bar_locY,ano.insight.uut_attributes.fly_bar_locZ,ano.insight.uut_attributes.rack_id,ano.insight.uut_attributes.seal_tank_id
wip_id,F9F23440CEX1Y82AE,2022-09-06 08:59:41,passed,,Ramp,Herchang,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F235600821Y82A0,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23530ESM1Y82AJ,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23630ADZ1Y82AC,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F236206C31Y82AG,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F233602UA1Y82A4,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,KRS,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F235408XL1Y82A9,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23530CAG1Y82A5,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23550GP01Y82AA,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23550GT51Y82AT,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23620D811Y82AP,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23560B1N1Y82AQ,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F235407E01Y82AD,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23560FN71Y82A6,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23460DN61Y82AC,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F2355079K1Y82A8,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F235706CN1Y82AV,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F235604SY1Y82AE,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F236408KC1Y82AG,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23560F9Z1Y82AK,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F235206ZQ1Y82A3,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23520ATH1Y82AQ,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23550CDZ1Y82AB,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F235601F51Y82A9,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23560DGQ1Y82A9,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F235601651Y82A2,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F233205PN1Y82A8,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23560E5T1Y82A4,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F235602T91Y82A2,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F236208AV1Y82AU,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F235201GN1Y82AT,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F2356016P1Y82AJ,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23540EXK1Y82A4,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,KRS,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23460HDE1Y82AT,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,KRS,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F2335090E1Y82AA,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,KRS,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23550EQQ1Y82AK,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F235409W61Y82AR,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23560BCB1Y82A2,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F2354010R1Y82A2,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F235405KE1Y82AL,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F2356052T1Y82AN,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23550BV81Y82AP,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F235705CA1Y82A8,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23560D561Y82AS,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F235509GR1Y82AD,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F236101C11Y82AQ,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23540EWD1Y82AD,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F2353040V1Y82AW,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23550AC71Y82A8,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F2356026S1Y82AE,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F235306B41Y82AL,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23560B9M1Y82A1,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F227301SD1Y82A0,2022-09-06 08:59:41,passed,,Ramp,Herchang,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23620BL81Y82AG,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23520F8A1Y82AF,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F236208421Y82A5,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23550J7M1Y82A1,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F235300801Y82A5,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F230703CP1Y82AC,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23550GVN1Y82A4,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F2362011W1Y82AT,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,KRS,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F235606AT1Y82AX,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F230204GJ1Y82A9,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F2362064Q1Y82AK,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23550CV01Y82AW,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F235301G31Y82AB,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23470C5S1Y82A9,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F235301JP1Y82AK,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23540BCU1Y82AM,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23550A801Y82AT,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23430FYR1Y82AY,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23230KM41Y82AL,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,KRS,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F234305881Y82AV,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F235709WM1Y82A7,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F236306CY1Y82AL,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F235701LV1Y82A3,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23540E6Y1Y82AY,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F2363025F1Y82AU,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F2355046B1Y82AU,2022-09-06 08:59:41,passed,,Ramp,Herchang,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23550A9G1Y82A8,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F2357046K1Y82AJ,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23450F201Y82A9,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,KRS,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F235606DX1Y82AJ,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F2353014C1Y82A4,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F236207251Y82A9,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F235602MT1Y82A2,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23560EAC1Y82A4,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F235607GU1Y82AB,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F235704YS1Y82A1,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
wip_id,F9F23530AYT1Y82AY,2022-09-06 08:59:41,passed,,Ramp,Everwin,TI,N199,Baoti,pass,2022-09-06 08:59:41,2022-09-06 08:59:41,MGTRACE,V1.0.10,LFDG_KY-1F-OQC1_01_ANO,-999,-999,-999,220906021,-999,-999,-999,-999,-999
